ObservedAt:	2006-08-23T03:25:12
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_10.0-0001.fit
	Total no of stars: 3745
	Radius of star diaphragm: 3, 4, 5
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 3      Star ADU 4      Star ADU 5
          100.35          737.24          3.2056          2.8370          3.0213          658.64        26783.10        29196.21        31079.92
          581.90          446.38          3.0734          3.0529          3.0631          654.79        27810.99        29147.79        29423.60
          100.16          737.18          3.0563          2.8679          2.9621          658.64        26783.18        29196.37        31080.25
          804.81          117.44          3.3833          3.5756          3.4794          662.71        20458.20        22979.50        24773.21
          234.49           23.63          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          804.78          117.61          3.6794          3.4585          3.5690          662.71        20533.27        23402.08        25130.91
          161.09           60.05          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          704.50          736.11          3.2597          3.5489          3.4043          627.32        22763.88        25113.56        25792.79
          224.26          945.27          2.6917          3.3253          3.0085          649.35        22797.87        25021.19        26075.63
          478.32          590.40          2.7781          3.2172          2.9977          655.07        18401.37        19768.47        19795.20
          702.89          270.31          3.1880          3.1224          3.1552          648.18        25265.17        27102.65        27541.44
          519.49          715.53          3.3042          3.1442          3.2242          639.79        24445.65        26857.09        27856.25
          987.26          831.66          3.4929          2.4981          2.9955          585.98        11003.77        11634.31        11162.37
          879.22          431.49          3.1380          3.2108          3.1744          632.81        23874.93        25790.50        26204.44
          817.08          269.62          3.2567          3.2156          3.2362          638.37        24864.85        26971.64        27428.06
          849.24          852.43          3.4123          3.7066          3.5595          615.29        23460.94        25365.01        25998.08
           82.09          377.44          6.4662          7.5376          7.0019            0.00            0.00            0.00            0.00
          686.89          850.61          3.3003          3.4276          3.3639          617.08        23566.06        25557.60        26036.99
          517.32          230.12          3.0654          3.4255          3.2454          653.82        12527.72        13438.73        13792.88
          273.51          457.50          3.1123          3.3942          3.2533          668.83        24992.09        27952.85        28834.28
          664.72          237.63          3.1661          3.2223          3.1942          647.44        24629.55        26731.55        27358.43
          583.60          470.07          2.9168          3.0308          2.9738          655.34        22811.40        24086.98        24099.70
          426.88          431.38          2.7246          2.9366          2.8306          664.43        25759.20        26820.31        26946.98
          771.46          330.33          3.4929          3.6791          3.5860          637.00        22233.51        24750.14        26848.88
          897.73          360.47          3.3297          3.2161          3.2729          635.56        21105.49        23278.78        23642.59
          322.53          690.91          2.6708          2.9468          2.8088          655.06        23514.19        25085.27        25581.80
          667.82          344.61          3.2574          3.1476          3.2025          647.04        22448.32        24199.17        24809.39
          277.27          101.09          3.3007          2.9969          3.1488          689.81        25925.26        27434.36        27831.42
          579.38          239.54          3.1201          3.0580          3.0891          653.68        22013.47        23952.49        24724.08
          661.26          104.64          3.0218          3.1673          3.0945          664.21        23268.01        24679.35        25213.74
          334.59          902.45          2.6948          3.1436          2.9192          646.17        10948.16        11952.58        12442.01
          825.46          105.62          3.6101          3.5010          3.5555          662.70         6484.88         7098.15         7365.35
          334.61          902.43          2.6926          3.1408          2.9167          646.17        10948.16        11952.58        12442.01
          874.33          490.02          3.4667          3.0539          3.2603          627.57        21774.23        23471.77        23921.89
          344.58          611.44          2.6615          2.9590          2.8103          660.08        24476.63        25964.24        26331.13
          769.68          832.11          3.3843          3.4451          3.4147          615.56        20518.63        22361.00        23203.28
          444.30          301.02          2.7328          2.9820          2.8574          661.69        23067.09        24134.14        25408.66
          354.50          605.61          3.3370          3.1556          3.2463          662.06        21276.94        24281.92        25147.16
          359.49          487.97          2.9479          3.2302          3.0890          665.28        21715.79        22614.52        22993.86
          556.77          271.41          3.5101          3.0685          3.2893          651.52        21578.14        23330.29        24233.17
          507.50          233.10          2.8058          3.1131          2.9594          661.25        23671.78        25141.42        25471.48
          466.97          488.57          3.0595          2.9112          2.9854          662.83        21921.56        23140.01        23608.80
          463.52          428.23          2.7654          2.8529          2.8092          664.52        22452.89        23834.67        24319.07
          730.35          741.80          3.9243          2.6657          3.2950          625.88         2959.06         3281.82         3254.25
          729.94          663.28          4.0219          3.8821          3.9520          639.84         6777.14         7719.66         8109.21
          324.68          509.10          2.7130          2.8137          2.7633          665.23        22316.18        23194.63        23342.95
          684.87          671.30          3.4303          3.9037          3.6670          640.06         9277.27        10271.38        10645.47
          284.00          806.67          2.6615          3.1033          2.8824          645.32        14287.28        15124.41        15332.69
          341.53          728.46          2.4868          3.0783          2.7826          654.33        20671.18        22524.65        23073.81
          359.39          715.73          2.7654          3.3595          3.0625          654.25        20931.75        22467.74        23426.03
          359.38          716.33          2.7638          3.2532          3.0085          654.25        20931.75        22467.73        23426.03
          941.45          514.90          3.6058          3.0636          3.3347          625.56        18939.15        20833.22        21439.89
          359.48          716.14          2.7890          3.2209          3.0049          654.25        20931.76        22467.76        23426.07
          807.35          632.49          4.2444          2.9100          3.5772          629.69         3052.22         3378.88         3351.57
          233.30           93.07          2.3728          2.4457          2.4092          740.24         7700.42         7828.25         7613.64
          819.96          511.78          3.5444          3.2971          3.4208          627.74        18589.14        20224.89        20687.80
          246.37          847.67          2.8250          2.8502          2.8376          651.05        11678.03        12339.97        12585.05
          276.49          734.65          2.6937          3.0650          2.8794          654.13        20771.78        21890.15        22149.07
          837.68          847.31          3.4312          3.3919          3.4115          615.29        19354.19        21194.05        21685.74
          165.32          837.49          2.9700          2.9569          2.9635          651.12        18615.04        20101.33        20679.71
          606.03          467.97          2.8499          3.0340          2.9420          655.30        19927.08        20820.49        20703.17
          239.48          785.69          3.4803          2.9847          3.2325          651.97        20528.46        21909.98        22457.80
          989.95          296.07          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          429.18          544.67          3.1376          4.3383          3.7380          659.55        17984.55        19514.04        20932.11
          388.23          935.36          3.1786          3.3903          3.2844          632.80        12770.80        14335.17        15264.71
          480.93          712.52          3.2281          3.1765          3.2023          652.21        19245.19        20556.16        20636.78
          306.41          735.58          2.9971          3.3173          3.1572          653.97        19128.58        20301.57        20713.63
          363.83          185.12          3.0109          3.3450          3.1780          674.98        11171.44        12588.56        13557.37
          761.88          724.91          3.2834          3.3496          3.3165          629.98        17252.96        18598.72        18694.98
          306.54          735.78          2.9061          2.9627          2.9344          653.97        18658.14        20035.49        20548.76
           70.17          480.44          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          334.60          940.90          2.8558          3.2386          3.0472          643.98        16013.49        17278.78        17601.27
          334.61          940.84          2.8581          3.2450          3.0516          643.98        16013.49        17278.78        17601.27
          347.42           34.01          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          431.66          133.45          3.1281          3.4601          3.2941          671.47        18314.91        20337.27        21303.08
          316.08          742.63          2.8078          3.2533          3.0305          653.24        19413.70        20492.69        20845.08
           22.02          177.65          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          438.33          545.40          2.5159          3.0093          2.7626          658.94        18512.41        19580.94        19728.40
          399.01          186.79          3.1467          4.8593          4.0030          665.70        12551.04        13844.08        17967.74
          203.89          408.87          3.8331          2.9430          3.3880          666.08         4006.00         4384.81         4629.58
          885.33          645.08          3.3009          3.1256          3.2133          624.38        16095.25        17485.17        17821.29
          112.42          812.72          3.3529          3.1130          3.2329          656.77        17419.03        18325.95        19070.35
          942.82          343.40          3.2784          3.5298          3.4041          634.57        12997.38        14422.44        14928.17
          685.00          468.66          5.9797          3.9774          4.9785          657.06         3640.26         4651.61         5579.97
          895.84          850.84          3.5266          3.6513          3.5889          602.42        14732.93        16314.74        17211.66
          910.97          154.35          3.4932          3.4865          3.4899          648.72        16115.67        17618.08        18120.63
          621.26          138.44          2.9705          3.1142          3.0423          666.68        17137.87        18089.36        18193.03
          571.93           94.09          2.8729          3.1245          2.9987          684.69        17488.55        18524.40        18851.36
          223.92          598.42          2.4990          2.8976          2.6983          664.62        17777.98        19040.39        19616.12
          860.28          827.12          3.4583          3.3340          3.3961          615.14        14694.87        15920.91        16212.21
          530.26          719.78          3.1018          3.1882          3.1450          639.85        16364.77        17560.81        17887.36
          995.04           17.77          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          297.05          393.04          0.0000          2.2381          1.1190          664.05          875.50          844.02          800.18
           18.18          480.73          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          170.56          222.39          4.0194          3.0977          3.5586          677.49        15975.15        17677.51        18751.50
          855.48          564.50          3.0813          3.2746          3.1780          629.29        13496.27        14890.87        15484.00
          533.84          539.55          3.3612          3.8692          3.6152          650.08        14138.00        15651.78        16183.83
          399.01          187.29          3.1467          5.1284          4.1376          665.70        12551.04        13844.08        17971.68
