Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
2051,1090.1558084,1055.2102281,930.2881467,944.0501542,1050.8865115,967.0470894,1010.1886377,979.0240324,1045.0971577,964.2407237,920.2303913,989.2366684,888.0362697,931.7003146,936.3344164,981.0921208,993.8532143,970.1652602,1002.9092659,1010.5231721,906.5422065,991.4242793,1143.6031973,984.6773556,985.9556838,988.3687834,950.6876964,1017.8769121,1034.1292663
2052,1000.0917941,999.9220299,973.4269236,1019.2793018,963.6143065,1059.6753122,1051.4656765,955.0357795,1080.9430978,936.5502697,951.5715752,901.3716785,965.2599897,889.7583104,982.4789691,914.6144182,863.1355958,901.9715976,946.4747428,885.5870519,948.0335261,960.1032554,1147.6615962,933.6691491,988.3418143,925.2330678,856.0200415,843.9483001,1010.1200884
2053,1023.7639749,1010.6251552,985.2002242,989.7143625,955.8248095,898.8489231,971.7801787,964.4402712,999.8984782,1057.1827351,877.4822309,933.1655384,957.0650043,985.8072714,910.2428023,975.0465818,970.9522286,1011.5617127,973.1876942,942.6542153,988.9698099,998.6888605,1065.0355305,894.9796538,981.7506988,965.8423881,933.8027056,1015.0150953,1046.6193299
2054,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
2055,849.4679746,855.044281,757.3168426,730.7613271,750.3480248,648.0079997,714.611989,763.4810995,666.491104,721.4457923,750.2928192,781.9567056,888.9622007,769.0033044,708.4914138,852.2237363,945.792886,859.3296635,756.3732599,652.6616789,862.3602186,714.362923,679.7589562,666.2297657,654.0437874,734.1137589,671.0539688,838.7454112,695.9983244
2056,0.0,0.0,0.0,0.0,0.0,1015.8844439,0.0,878.7086133,1099.1913017,927.4848771,821.5875009,955.7780028,934.7668884,983.9212758,976.3899389,951.5995407,985.623618,966.3248732,1003.9676287,1021.6264208,880.8763834,963.1860729,2197.5710393,849.1290893,1013.5338341,859.1955133,876.1702172,891.6764653,971.3655438
2057,2224.0109561,2120.188124,2065.2585786,2093.3948711,2033.153979,2134.4940609,2142.4473718,2103.4869603,2014.0812902,2117.7743412,2133.4721101,2206.0640904,2092.9071549,2220.9450823,2116.3414652,2193.4130291,2215.6501795,2120.6737568,2185.3139645,2033.7941965,2171.1580617,2108.3011235,1708.2847124,2101.0760004,2233.1649693,2212.5672468,2187.6271606,2225.8733461,2193.0489431
2058,602.7471224,866.5368168,918.1776448,875.7471915,923.9065372,691.2143616,986.4111876,893.9121994,717.8986605,887.1680855,852.4108548,797.2340322,810.2892752,862.1118971,710.4084069,813.5669917,758.7640298,789.4752185,831.1081054,647.1410454,762.6244699,645.1477687,0.0,780.4553331,874.7941929,852.6539393,808.1984142,882.8939487,730.4501457
2059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
2060,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan
2061,nan,nan,0.0,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
2062,936.0840251,948.755621,847.8102466,849.0406433,841.6376725,799.8158561,812.4416054,798.50228,846.0614636,814.2466928,856.8728363,833.9976229,867.1964859,801.0596115,772.9796769,834.4583352,761.6758081,798.2991471,843.4107615,781.947514,746.1643305,745.6720498,1189.080554,718.1693584,828.1696335,845.6137801,852.8860051,861.9974168,707.8615175
2063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0
2064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
2065,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
2066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.1601493,0.0,0.0,0.0,543.3914233,640.9891176,563.1806062,0.0,585.4641299,596.0973169,586.6787064,0.0,554.0649994,0.0,0.0,773.1409315,676.6257722,596.4254383,0.0,555.1643073,633.8481848,0.0
2067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2068,1330.8837184,1233.1544238,1283.5962801,1263.6637335,1292.9305175,1379.7362656,1278.7995994,1306.6211511,1219.3894058,1285.5902699,1261.5482976,1223.8869236,890.117349,1021.8933487,1192.8394796,965.4514215,831.5128391,896.4070842,1102.4132258,1319.8824282,1019.8748116,1133.3372956,1623.5732124,1256.0480429,1250.8381544,1251.9353731,1187.0490008,1208.0862505,1151.6962962
2069,1754.1457911,1693.044122,1627.0371613,1635.7499677,1619.0864613,1628.9111293,1551.01986,1670.2674059,1590.0289572,1646.8606902,1692.9390157,1731.1689712,1716.6502682,1682.9182883,1706.7029201,1693.9172396,1648.7657356,1649.0386147,1544.7046227,1630.0962905,1732.9817065,1635.7829798,1791.4993497,1608.7476844,1716.4285854,1628.4197506,1752.8346543,1742.6592661,1552.760405
2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,1177.6719786,1148.0335976,1359.1442738,1340.0908455,1293.1823573,1323.6461477,1235.0245098,1351.4029685,1576.3386468,1543.7897993,1579.3311222,1562.8804707,1535.6066396,1555.4416434,1387.8134942,1515.4995931,1437.7271478,1478.7124902,1648.2057188,1845.6594786,1495.7966786,1520.4586959,1276.5289731,1377.0492166,1203.3453871,1263.878148,1178.3113314,1171.9702151,1251.1212014
2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,930.4687806,980.9676848,923.7846172,932.4982503,970.6233412,913.7150355,862.3263417,928.6570846,900.9381599,896.6957486,901.0336365,892.1301052,970.1154784,835.7815529,879.2926514,915.2733947,905.1849236,891.3144732,905.1282358,859.3755951,876.0303035,885.0814294,1232.3609242,792.6132782,878.0821962,1017.8313469,873.3442038,1011.9432503,1012.0591495
2074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2075,753.4994449,821.8580055,683.4400837,929.1843378,937.9817356,701.1069367,882.707072,790.3737205,877.5475761,520.6977151,769.5500011,902.0307411,892.9636515,857.9685103,851.1696777,896.7827872,820.5899669,811.3298114,785.830164,834.4445237,715.9675756,803.4595532,891.7787145,0.0,778.7870012,786.878138,735.0208892,462.6474598,741.7146237
2076,1139.8383689,1224.8018254,0.0,0.0,0.0,1272.2664417,0.0,1241.5184437,1307.534676,1253.8438353,1238.929593,1300.1896888,1288.7678885,1354.2115258,1335.3572922,1306.682592,1340.6344138,1359.492574,1323.6731864,1374.6095262,1290.5656996,1322.4421195,0.0,1356.5135035,1434.5316868,1181.3544745,1297.6075371,1157.1873588,1334.5957444
2077,890.8773594,932.2206022,1002.3350831,1046.2787126,0.0,1054.8818786,0.0,1027.8269631,1186.1473421,984.5497741,1044.1061698,1091.1881916,1145.7803579,1182.0009748,1087.0246581,1089.893921,1103.0332716,1160.1344309,1121.7356702,1107.173576,1178.7380562,1048.1748036,1022.8959105,982.256259,1019.9116947,972.2205631,986.7023644,956.274529,958.9519031
2078,1111.6684625,1147.2119145,1136.8332232,1171.4634279,1083.5756326,1174.0595819,1057.8658927,1180.1826291,1082.2218587,1114.2025567,1149.5315378,1161.6742297,1176.489108,1174.7478039,1116.959688,1060.1693718,1163.9931031,1178.067105,1248.3663512,1083.1770766,1155.4306779,1045.4563999,1245.8156038,1039.2393563,1049.225187,1087.8856013,1040.6965727,1118.856169,1164.3773493
2079,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan
2080,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
2081,1557.8158868,1643.500237,1625.7063881,1627.4725039,1561.259502,1554.8932403,1595.7304836,1592.5072715,1586.9636625,1591.1125591,1582.0760568,1604.1925213,1548.0439927,1499.2823596,1533.0445524,1558.8608458,1601.5136497,1567.3754385,1577.4800715,1529.7820243,1554.2833288,1514.3686897,1554.3785573,1605.7063463,1639.1345958,1579.3360938,1568.1188915,1572.2756435,1587.400805
2082,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2085,1091.990686,1099.4654332,1054.0395611,1094.4271354,1124.8884572,991.8989572,1082.6254286,1088.1088991,1041.7271294,1101.323208,1103.8127526,1138.655025,1099.4959001,1137.0517415,990.6923942,818.0164301,871.046706,921.1152282,1103.4629711,992.831577,989.8932703,971.4301191,846.3726393,768.0865257,915.0037102,795.9997701,655.657027,880.711663,712.0191797
2086,961.2324869,1001.6778065,988.9226329,991.4159481,1030.3307133,1114.1417977,966.6235871,1039.7915455,1067.985767,1022.1642013,966.7874501,1114.127747,1146.8241145,1059.2700891,1058.0435195,1082.4131104,1094.6489789,1081.7741319,1148.0051704,1046.1300618,1055.0557263,981.7276477,1326.8890383,1009.0968122,1082.1465736,921.9123736,1012.4782651,1055.7875743,1012.1923257
2087,732.8045112,806.0520245,821.8314066,858.3362802,866.5071451,758.3161562,864.455354,822.5445803,855.6599908,835.1932307,796.4397307,807.1351834,731.3189676,771.1255043,804.1883953,726.9047639,766.4727323,745.8083655,786.3924043,771.6124351,766.6049264,768.1875461,1061.5018711,689.2285251,756.3260986,728.0191275,743.3914621,777.9693834,768.7253874
2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.4924346,0.0,377.8681071,376.7653049,441.4231971,430.4888235,429.0576191,0.0,0.0,426.7514303,722.1444476,0.0,433.097045,0.0,0.0,0.0,486.666517
2089,1083.921121,1100.7451492,1111.4558334,1059.6473701,1069.5123937,1053.5830463,994.7758293,1077.7589594,1040.0617194,1092.2375169,1024.391814,1128.6469599,1137.3296022,1166.0446376,1027.1378736,1145.6824051,1075.6409064,1108.5657998,1082.1388225,1108.9940934,1123.8907388,1078.7904823,1208.2430348,1114.2911043,1166.3313257,1078.8913665,1044.430844,1114.4776049,1105.9046849
2090,0.0,898.6682086,913.384871,930.3216837,898.7604091,873.9066779,0.0,974.6620099,0.0,0.0,915.7966993,905.1760367,991.1171585,943.5519402,912.5990636,945.0601239,888.5626223,956.3561973,918.6362469,991.5047035,0.0,913.3499075,1284.2646423,883.5900272,885.5485134,849.0936422,808.6360407,952.6849861,892.8425126
2091,1405.2611284,1419.5051269,1398.958947,1353.7134057,1378.3985348,1414.7140081,1390.9038267,1380.2317885,1482.2040866,1396.330459,1421.7893799,1379.6262752,1356.2482331,1315.8775634,1395.66086,1411.7967557,1380.8839425,1395.87939,1423.3266757,1404.2689589,1335.5948995,1375.5322458,1372.1583341,1411.8401367,1414.3738167,1443.5388985,1440.5644592,1365.3681436,1374.015805
2092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
2093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2094,866.2008274,922.7892725,908.1313566,941.6710983,902.7299376,861.1160772,979.2223544,921.7990124,976.7191598,875.3886339,880.7557362,920.3514362,987.5403986,877.180271,936.4920569,941.5756049,951.6377766,919.9032591,903.6098517,910.4774985,849.492864,847.1604134,1159.8756734,801.9103494,878.0166996,904.0524793,811.1810629,946.7526009,904.1445574
2095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2096,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0
2097,1336.9015348,1280.2849458,1251.808476,1293.3710272,1240.1601102,1120.0809819,1290.3582432,1243.1930685,1151.6498482,1243.5417403,1259.3976703,1301.1978405,1222.7607094,1242.3041799,1281.1739053,1262.0582199,1261.2697902,1277.4137145,1179.2338157,1081.8721981,1243.7084563,1219.8319193,1485.9910898,1020.9081834,1168.5344459,1087.4492719,1130.3023257,1244.2534954,1197.5029622
2098,0.0,0.0,993.1619235,1195.9402459,935.6010522,1029.6631352,0.0,1062.7383812,0.0,0.0,921.1649958,924.9244065,1013.6295683,940.6537195,1027.299968,977.8536189,1133.9987619,1061.9308833,1006.584835,1317.530074,0.0,1093.702878,3155.5456225,1020.8039429,1146.6405441,961.86848,910.7778093,1007.3045797,875.3858864
2099,630.9281708,625.6712181,590.4767547,639.7710588,614.1503857,686.2376379,656.7329895,638.8965348,717.297498,596.242144,619.1099241,628.3028,0.0,596.4652588,681.7901367,586.1124565,580.2561241,599.3519235,610.7839392,0.0,614.6386844,618.5655362,0.0,0.0,0.0,0.0,0.0,519.2180053,0.0
2100,1136.9056828,1180.5100018,1069.7363127,1117.8023327,1050.100774,1226.6738352,988.960307,1137.1617908,1160.2442224,1076.5207539,1238.5552047,1132.4126497,1223.7983442,815.8003168,1229.3800276,1153.9226007,1115.0611656,1076.1588508,1064.6062184,1011.4824836,1103.1572796,978.3708126,695.5441751,749.6631011,908.0323723,1037.8805082,993.2746584,1030.0272819,982.3207824
2101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2102,0.0,0.0,0.0,531.4353792,0.0,606.393703,0.0,0.0,721.025498,0.0,0.0,537.4993175,674.5312478,620.7721077,555.7741698,607.1333371,552.849445,607.2055262,587.1083429,0.0,567.6593504,563.6091083,0.0,0.0,487.5995215,0.0,0.0,453.2394626,0.0
2103,793.6344934,695.5832785,679.0303891,664.4670473,591.3505525,672.3724269,647.3351476,701.607506,790.3048828,742.3407603,700.1208244,774.2573262,822.0985162,756.1330857,716.0006852,739.6092353,852.6854522,827.4122754,836.3116413,725.8931326,660.4881955,713.5753246,1130.9658167,707.7304905,736.9942921,759.2051447,680.5399676,772.9127944,779.5800136
2104,1588.2036243,1597.3731516,1658.717222,1691.4508983,1660.898222,1574.332697,1661.6627661,1655.806343,1736.5075613,1616.469572,1567.7784249,1681.6917267,1635.527547,1621.0603777,1647.604868,1615.5163847,1521.9893252,1630.7001005,1654.5283674,1619.846025,1678.1127381,1655.5164081,1527.0710119,1387.9576135,1560.0031162,1593.6576302,1518.3051087,1564.3086572,1532.2507046
2105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2107,923.8836383,1076.8520584,1050.6299606,1013.7190581,1037.3781154,965.0112017,1044.649625,981.6213377,1046.9999857,1019.9007624,949.6096278,996.9259414,1082.9419813,1058.056462,1001.2032697,1287.9933126,1108.3877322,1138.8057303,943.747691,894.2189635,1272.6203856,882.4002579,0.0,647.5027878,799.7954199,641.8002765,961.2535108,749.8592812,928.4614423
2108,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan
2109,984.476145,888.6715114,846.6989424,838.7109271,839.8932156,893.0691865,742.8430374,817.3222425,1060.4522091,901.0231147,852.3683632,801.9013686,960.6845236,715.1907741,860.6749283,706.0882584,782.0936435,880.8010554,1061.849634,863.4710437,949.9114588,875.3441633,1537.9940853,769.4006831,813.1265983,731.5499278,751.2740964,799.6572363,831.6112498
2110,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
2111,2466.9669421,2434.2931839,2484.1236933,2468.1614087,2507.9405235,2526.7355925,2487.108729,2492.1535716,2386.7081528,2448.9587704,2567.8106658,2485.4393898,2501.6326494,2524.9742662,2498.6266138,2530.8375028,2533.2124581,2498.0301933,2516.4844537,2580.8973629,2552.0863676,2560.3163223,2635.4167446,2638.5786664,2599.9109948,2589.8747757,2607.9679865,2374.7734476,2655.7112795
2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,1166.3189565,1202.9744763,1271.1872206,1257.0020868,1259.8170834,1442.7003418,1234.1587963,1252.2340376,1327.0460887,1246.7792732,1309.230256,1353.8745743,1219.3935441,1280.5058864,1409.4841325,1254.0317134,1113.7562317,1303.6868996,1178.3589489,1167.3220927,1206.6806696,1382.8887012,1243.8749715,1113.8327568,1147.3166234,1137.754187,1135.3940423,1101.0209382,1075.9174422
2114,734.0103704,800.4809283,815.6215965,792.1659609,757.1630388,814.5951296,789.2860643,771.0806694,801.5939125,819.1306362,747.0539255,780.2947794,823.7658621,763.3032464,836.214911,736.6886561,716.5241763,788.5453089,827.422782,790.9445195,780.9514995,759.2661179,1228.3625932,803.1710209,821.2392213,786.8834031,770.9830176,814.0046594,810.0094288
2115,1240.7784648,1246.1280107,1308.060113,1317.8078161,1350.4438662,1255.2644205,1270.1673254,1261.1128139,1256.4364993,1271.2505598,1271.1303086,1263.8743013,1298.4942121,1289.9970467,1296.3651451,1259.8831736,1304.9322587,1277.3197202,1256.0460871,1270.6660917,1302.8107323,1307.8217376,1552.3070727,1304.4363361,1342.6380686,1219.9313581,1206.1184496,1225.640847,1257.9725745
2116,1144.6492579,1062.0629697,936.7427386,941.423224,940.7631101,886.7075868,927.4131905,929.6491723,861.4181872,911.2963048,975.5069591,964.2171709,981.4066146,1042.8081128,946.6063711,1018.5403176,1043.635431,1018.191758,1013.6160892,933.5241819,944.0390983,939.4829155,1138.804211,1104.915023,1009.9756885,1008.1441046,797.0121667,998.6033162,931.8227269
2117,1089.5520762,1099.3648476,1257.3720023,1210.8826718,1270.9889834,1032.4745106,1242.7954168,1157.120938,1111.5361684,1082.3360577,1162.9454338,1120.7520658,1142.8221882,1167.4640083,1165.177778,1169.9357684,1113.9781679,1157.1208211,1140.790927,1132.529535,1183.0493619,1163.3029333,1133.1525141,1178.8172327,1116.2861369,1083.8411587,1072.6071847,1111.3852526,1070.5671278
2118,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
2119,1818.2092999,1966.9529189,1913.6598007,1923.0374139,1981.8899369,1626.4532892,1937.0565691,2058.9133357,1798.8128259,2154.836718,2129.8683829,1946.6907666,1793.7790408,1924.0992552,2099.6637908,1908.3586728,1881.8521451,1842.1535965,1709.80273,1958.7842125,1890.5329875,1897.1039573,1598.095959,2441.2692758,1675.2659381,1740.1565383,1687.8481392,1885.404012,2024.9029484
2120,1316.5750937,1260.0897316,1232.2733799,1274.4149797,1232.2730422,1240.1273018,1248.2750144,1244.4654058,1227.5052145,1217.4223829,1221.0224071,1207.3299938,1137.8669788,1137.3248269,1151.6651202,1202.8232456,1183.9446948,1168.3830626,1182.4132722,1180.0838106,1182.7757529,1250.213028,1101.5528711,1152.8090398,1214.8624567,1188.7723727,1173.9659568,1162.9312811,1244.6507332
2121,nan,nan,0.0,0.0,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0
2122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2123,0.0,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
2124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2125,1557.3132823,1546.9920644,1549.7024807,1513.1040746,1473.6567377,1456.9047267,1361.5926954,1504.5045699,1344.3758508,1505.7416125,1525.7474368,1649.4988343,1610.098171,1616.7561865,1496.2260152,1465.0823454,1576.1009324,1514.2768216,1504.2221248,1553.5622816,1505.8978132,1539.1488058,1460.4338598,1434.3440402,1336.8817293,1325.7086404,1162.838084,1441.0851425,1133.8736964
2126,0.0,705.6118622,721.1886754,719.932288,758.7765923,709.1047194,753.3710222,734.1477134,801.9195283,730.9558073,673.8516739,683.2029865,751.4586539,0.0,707.7336957,715.0885501,710.1750174,711.1500554,658.5880134,719.2046971,668.6301139,703.3469602,0.0,660.3146498,666.3010185,0.0,0.0,0.0,0.0
2127,0.0,1138.9648218,1137.4118758,1155.7770661,1134.6301541,0.0,1125.1693673,1122.9289091,1198.3770938,1121.3280224,0.0,1148.4948934,1107.7552646,1148.9800637,0.0,1117.3760256,1168.8745033,1085.1027837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,1212.6169579,1198.9530616,1093.4569883,1086.7233318,1087.4151717,1095.5151865,1163.0661973,1070.431245,1204.9645086,1104.6432784,1065.3814324,1122.4741668,1074.8842613,1042.0754292,1007.6343686,1044.2286264,1034.0824393,1038.889113,952.3926225,1037.1178762,956.8314805,1040.1467194,766.8802994,916.3976099,924.2374141,921.0005642,941.0916139,1036.6322594,984.1002861
2129,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2130,905.4399024,965.3115837,877.4126982,921.6582236,887.3892206,872.4485868,885.9918204,928.9919345,1065.6223638,919.2662875,888.9355052,949.0297515,1116.2097217,1136.0348165,931.7203607,929.692977,981.9485351,943.2595616,1005.1227371,808.7609561,988.4550049,1027.0962248,1190.0497951,800.5226454,755.3394723,799.4928887,747.527682,835.5720776,785.2900319
2131,1301.0745351,1306.3481277,1339.2649193,1316.2353697,1280.2641574,1261.2395352,1305.1566751,1283.1712206,1228.1722663,1319.4045273,1253.7617225,1332.0486145,1358.784817,1340.1423649,1289.0180561,1395.4161094,1312.5279564,1319.6576586,1304.7439157,1279.9316522,1178.1868819,1335.0700174,1205.4379406,1321.4457158,1349.0733608,1241.7701864,1315.3857626,1283.064521,1441.7656521
2132,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
2133,1022.2972758,1007.8945333,1000.9918041,1041.4784444,1012.1840691,1001.5976875,1051.0006917,1052.0396292,1049.2279472,1016.1808001,1004.1385947,1018.1025996,1019.5377768,1059.1412969,1005.9488135,1109.7622973,1111.3302797,1061.1478998,1023.0330297,1036.0952405,1044.9287425,1018.2179827,1266.0500137,1091.5695316,1044.6524673,919.5668454,1018.4934026,993.8032318,1032.2939928
2134,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2135,1494.0283257,1626.5684364,1715.1375608,1638.7649129,1751.6881415,1564.0976365,1490.6144545,1476.7391537,1513.101711,1452.5233288,1435.6188313,1639.9654351,1619.0318743,1600.5540441,1585.4789811,1648.1681984,1599.9328081,1562.6982975,1585.2635242,1387.1989803,1685.433291,1563.3801667,1412.1624399,1146.9454127,1307.3520308,1469.6493485,1431.3180272,1508.842243,1349.8486439
2136,3073.6155234,3073.8167402,3144.2478828,2923.3259055,3036.0611375,3734.6562066,2987.4958866,3144.3816166,2887.6073225,3217.7593679,3269.886252,3131.6349016,2930.283807,3318.7877133,3150.3707047,2975.3655805,2927.4515528,2874.7618766,2957.244933,3493.1948169,3116.4248333,3258.3154171,3014.2818787,3265.803864,3282.8704273,3652.8262046,3403.6179601,3122.2923688,3226.0438206
2137,1038.5502665,1057.5686074,1092.0996176,1085.3844757,1028.0858176,889.9378277,1038.9178235,1060.2255374,1030.3955512,1074.6763504,982.3041489,1037.9841155,1064.7753426,1086.640615,1082.5259652,1012.1077203,1020.2929199,1099.1081302,1045.1256953,1029.1896966,1135.1071269,1047.8285368,1207.3395228,962.8619945,990.3653819,0.0,910.6923916,857.8276601,944.2462258
2138,1374.1668595,1383.2646183,1329.8893456,1317.403746,1334.2004078,1139.7651936,1359.0154975,1314.1653155,1165.5377008,1334.1146239,1354.3481514,1325.6228056,1197.784269,1152.806625,1088.4489355,1208.1593474,1254.1255283,1229.5028802,1290.4933374,1207.5036029,1174.7338027,1070.4229843,1332.7936371,1260.8873276,1199.0482352,1373.1393781,1210.3288747,1307.4865287,1195.1744044
2139,821.5952439,721.4876079,686.0827941,688.1631169,684.8047993,676.6790574,684.1314952,686.2817604,731.4550581,750.102442,663.6215739,723.694616,703.4471553,690.748705,663.4938385,691.3814176,702.8198179,724.2613863,699.9620143,702.2949408,722.6126622,700.6111409,954.8143234,638.8178951,598.8767157,678.2870786,685.191733,687.3553391,727.9469957
