Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
357,11420.3176174,11519.1923629,11348.5760697,11470.1909452,12684.6552699,11893.2000105,11533.2649453,11643.6716905,12459.2663277,11597.3134471,11641.8307186,10989.8594195,11349.5982679,11641.3593822,11646.2288429,11973.670773,11604.977879,12638.4587147,12095.3701673,11651.997012,11604.4558431,11485.7971274,11233.9252798,12932.5897188,12352.2432605,11580.4859453,11615.4764335,12017.1883038,11036.1474855
358,11694.0193672,11528.2660905,11576.4300026,11513.9245122,11561.6969634,11650.5301045,11656.959446,11639.0984166,11585.8050021,11568.4182056,11559.6474864,11437.6269843,11550.749982,11475.4207795,11405.2117897,11317.4063972,11475.8547867,11350.2585487,11510.2649581,11779.3293378,11322.3560174,11485.9510149,11527.0389609,11827.7209798,11856.3779222,11640.5772034,11763.0311663,11626.4875411,11787.3040032
359,11488.8499904,11441.619362,10911.9419485,10945.0559083,11035.1865015,10973.0379671,10703.302897,11044.6952626,10844.5444144,10825.8813642,11104.6728893,11153.7981504,11199.1930588,11191.478235,11069.9598324,11205.0424562,11182.0650925,11209.3457635,11315.6800603,11105.0614133,10999.3824174,11137.3305752,10643.5501679,11186.7496022,11198.5698081,11042.1501707,11249.1449321,11099.2671036,11349.7713859
360,11317.2317425,11296.700739,11388.1976219,11416.2991525,11390.3158406,11685.2440941,11477.4890511,11544.2084162,11542.8607887,11528.0205254,11540.2000595,11482.3633981,11556.3658972,11615.9164443,11613.0328652,11544.4014492,11602.2854902,11651.1249641,11749.1207068,11621.737697,11666.6210297,11679.703245,10816.6400228,11854.6795725,11836.153299,11433.6048284,11706.2700392,11484.5880403,11493.0722209
361,10263.7082939,10664.5869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10555.5653593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10275.5454504,10343.9775941,10131.8654951,10605.286178
362,9775.8487878,9696.1712237,9854.8697547,9716.5071033,9809.4030554,9518.3374215,9678.1348619,9744.8818214,9526.2762091,9571.817155,9689.3058299,9539.175427,9532.1467362,9538.5249567,9610.8386444,9518.5220201,9560.6282135,9541.2472566,9642.5389772,9822.0953057,9712.1554218,9688.2218052,9267.308268,9970.6965841,9965.2814125,9885.9513332,9792.6466066,9806.808125,9873.2514959
363,11201.4173737,11037.5482016,11090.4796733,11045.8968782,11065.2244569,11242.7362669,11157.8727588,11120.5990579,10931.5720389,10996.6571945,11009.9822178,10833.0281387,10914.8387412,10918.9545783,11090.5328506,10903.7171424,11057.2823729,10960.4079951,10904.1227939,11217.71047,11132.8237984,11101.8528398,11034.1666886,11247.2223423,11154.2660006,11240.4189149,11134.6745519,11123.3566,11125.8707712
364,10191.2315635,10128.7679916,10248.7988559,10157.6121163,10131.789318,10322.525917,10179.4918635,10205.3716343,10173.3509248,10375.9267901,10177.7526471,10118.9222523,10150.1731919,10221.949234,10286.1355802,10144.5707642,10202.5180734,10190.289555,10166.7629851,10315.9782933,10216.9601555,10360.7201083,10458.9704668,10111.2516801,10170.7427509,10282.5422189,10273.31234,10188.7065013,10233.9202837
365,10289.1743681,10262.1627689,10510.0101513,10411.485469,10425.3098887,10010.8445791,10316.2451526,10353.5253017,10297.6019229,10511.975778,10417.613322,10567.7030062,10368.0102185,10471.8160946,10417.0722071,10577.268117,10586.6221082,10633.2491858,10576.1478572,10430.1582393,10375.2961286,10451.943316,9761.1130476,10262.6256505,10269.7291208,10398.3364414,10333.5567084,10493.8009362,10359.2579868
366,10741.5933161,10458.4674572,10441.8099829,10331.9912412,10245.4094302,10475.0027099,10279.6662373,9741.2442494,9238.6329812,9430.4624511,9504.1129044,9235.8184639,9246.0887262,9308.2951687,9347.9322673,9008.5436344,9408.9096488,9503.8008151,9581.4155972,9907.0187295,9733.5815075,9677.0398364,8623.9217243,9627.9539123,9675.0483257,9600.5729796,9820.2368854,9439.3465855,9572.6893778
367,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan
368,10681.8652653,10575.9031755,10526.2935933,10480.5401315,10542.9015679,10752.8156152,10694.5317629,10618.3677927,10613.056296,10572.6882505,10597.6258439,10578.5167869,10675.4818638,10677.8023237,10644.8852749,10581.8844764,10655.461297,10549.1193302,10837.7634676,10777.9328987,10644.5993364,10782.5468083,10220.0286232,10710.7467791,10759.205551,10389.1265829,10638.6940752,10456.0591561,10468.1669818
369,11276.0266423,11299.3599666,11245.8122596,11225.5037521,11267.8610536,11246.0698575,11227.5812644,11272.5416192,11079.984562,11273.2624383,11323.4428301,11248.326901,10969.5089912,11149.9248584,11138.1835584,10904.2419185,10916.1605798,10857.0086857,10876.6241853,11277.2618426,11205.4097798,11209.3882715,10765.4896397,11108.718183,11081.0869696,11160.0551916,11200.5543465,10913.3893433,10875.7826643
370,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
371,10610.882474,10533.583092,10571.9675436,10539.9155133,10598.0285793,10578.638993,10694.2061618,10609.0115976,10533.2515059,10506.73985,10528.6308997,10400.4892863,10479.0457386,10371.7120235,10325.199513,10314.6467464,10389.9266878,10325.7966941,10456.2495978,10602.3447519,10145.8926638,10341.1110786,10260.2844172,10638.6743769,10604.6742894,10645.2633853,10630.1101759,10541.2861257,10609.9041165
372,10804.7885137,10770.3402745,10788.3064946,10715.7185585,10687.5028246,10642.049711,10787.4658873,10722.9510078,10776.3852767,10847.5488665,10789.4595134,10701.0660315,10682.1569362,10611.9692247,10636.3068078,10663.4146652,10704.3310326,10662.7571526,10803.2724123,10747.2166365,10528.387665,10673.2021843,10368.0467753,10905.9908148,10801.9758145,11036.6448901,11010.4346284,10914.1599627,10969.9482321
373,10037.4058331,10078.9827374,9971.2902051,10109.5247474,0.0,10379.3304884,9961.0314109,10070.574271,10230.1013661,10006.5404957,10080.1084774,10152.8868602,10327.1444971,10421.1742906,10302.6323513,10208.3085076,10209.5222651,10258.8540163,9998.1975024,10127.4168032,10233.993165,10233.0478254,10587.0665895,10134.3777096,10069.9675155,9899.9055026,9897.7173384,9747.0122357,9962.0274756
374,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0
375,10077.3363235,10000.7367328,10393.261584,10258.5431091,10365.4618473,9824.7068764,10276.6285912,10066.6258763,10047.8466315,10159.5078499,9966.0299574,10000.1796772,9944.4449912,9981.2469183,10040.6736259,10162.978244,9971.9821598,10025.8094403,9857.8267764,10050.248061,9929.8693118,9975.8583774,9416.4529353,10116.0720898,9878.7504344,10241.7700733,10032.5937294,10150.4078945,9929.8114813
376,9485.1207452,9414.3848388,9344.6210156,9375.4087322,9440.9780449,9741.5876326,9365.0180658,9436.7316371,9186.2619435,9259.6584842,9478.3639944,9280.435589,9359.7528367,9289.575638,9368.4800005,9359.394041,9361.0157634,9278.6496462,9301.2673965,9454.6665205,9049.2092488,9334.4070476,9125.4923735,9591.1757494,9480.5196852,9804.047785,9676.517574,9684.0270558,9690.9278066
377,10512.9376653,10505.7506017,10508.8342428,10364.7438202,10530.139973,10456.6894451,10575.6171462,10733.2246706,11225.0014218,11564.4670996,11821.013391,10499.5999981,10388.2248247,10130.6065439,9651.6139861,9530.2856293,8896.896291,9000.2812053,9292.8812839,10118.6128229,9906.5898401,10163.90961,10016.3003102,11831.2106611,11643.7893577,11807.7566207,12047.4040349,11605.6079479,11750.6382187
378,9852.1571063,9640.810236,8921.4548711,9419.063187,8793.4117548,9901.5722901,9487.9841939,9589.2786197,9775.2311555,9509.2060898,9595.4885204,9705.5981493,9837.565768,9809.0752176,9895.8265095,9897.3106582,9814.206705,9741.8165813,9509.4466682,9633.4588147,9676.3301811,9583.5100099,9575.5739547,9204.7446419,9369.0322142,9595.6032297,9666.3622539,9599.1306534,9620.7572365
379,9165.2683161,9159.4827488,9466.888121,9419.2335064,9457.4499687,9187.9675839,9568.8599642,9280.1852231,9375.9001887,9354.5490838,9263.523192,9291.0681329,9168.5689663,9174.6923638,9277.280833,9215.0636258,9114.1507492,9196.6788308,9205.4852609,9154.751962,9215.1774776,9197.5967514,8778.1218268,9110.5013705,9054.2372818,9050.4839578,9084.73176,9078.9964799,9089.7555199
380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,9883.4056044,9912.0551624,9684.7708004,9634.2689313,9825.0205147,9470.6496492,9595.8012674,9688.3206306,9330.1359789,9388.207232,9827.7798404,9667.4100088,9704.6429387,9705.7855781,9604.5657967,9661.1494123,9651.3255527,9637.4220296,9634.7062658,9624.007243,9434.2309127,9544.507686,9230.993506,9643.7084485,9630.7692413,9854.7465445,9811.1821185,9735.5877844,9828.7433427
383,9285.1032629,9263.453062,9286.8699417,9298.7634405,9288.7051802,9440.290597,9217.6232114,9266.8573556,9317.4919152,9300.9394069,9294.9651302,9365.0736277,9346.0464054,9331.7799953,9453.7725243,9395.6973127,9505.8755103,9375.9882123,9351.7654394,9307.0040516,9357.6820284,9419.0849973,9319.5476047,9346.3954133,9334.0514627,9373.3867115,9392.4970194,9336.9456665,9425.5779877
384,10656.7547093,10183.0554056,10229.0801073,10076.1748216,10203.4783113,11011.2016633,10397.9610589,10383.3030892,10492.9646312,10125.1189579,10779.6888311,10067.1112203,10012.7910093,10939.3056936,10134.3866781,9983.3336862,10087.7380916,9847.6705085,10008.5034493,10910.4028016,10632.3765942,10672.9967648,10181.2509141,10853.8410235,10848.3041891,11181.4572149,10991.2999311,10695.6554481,10690.5255916
385,9406.1041859,9429.5567342,9397.3500337,9343.1837582,9384.4223509,9262.4345356,9347.7546,9348.8249292,9396.8723306,9409.7808352,9303.3845234,9301.0144232,9308.0420433,9402.2325082,9306.1181855,9298.5588261,9441.7654581,9372.3301528,9359.2930866,9332.9274552,9450.1457085,9443.3901464,8615.2058748,9441.778657,9288.1322442,9566.9895722,9496.8276175,9451.0567456,9510.5315342
386,8897.2226615,8842.7251372,8639.5884378,8725.8499947,8765.1095647,9441.0924135,9018.6559922,8932.2912213,8751.0525155,8662.0453785,8900.4780345,8814.3245632,8736.8515881,8960.7102445,9308.1531026,9017.2294769,9336.2857978,9107.3535319,9108.3804665,8815.2375345,8833.0627709,8722.8555237,7644.1157303,8942.4988253,9082.6973611,9102.3958341,8891.3595289,8926.8593278,8879.451169
387,9192.4587105,9286.3280464,9549.7931379,9501.4405517,9533.611742,9265.3919908,9521.8608857,9383.25124,9539.8470024,9426.1033192,9326.9642629,9414.9646316,9527.1177229,9435.2731034,9538.5080165,9533.3252253,9679.2903822,9643.7029788,9608.284648,9402.0535042,9531.230666,9500.565779,9491.7070546,9408.4878158,9474.2848751,9453.7205242,9468.016713,9554.251912,9302.0487053
388,9716.6663225,9834.2149493,9903.0019584,9827.7639069,9631.2446249,10288.8475648,0.0,9905.696079,9705.5539646,9991.3999487,10133.0328573,10014.194143,10304.6783841,10309.858995,10220.5556552,10161.5922242,10205.0868857,10072.2722747,10053.1681821,10275.3436105,10151.9882754,10175.7652472,10998.5702017,10197.6275719,10217.220219,10212.4862642,10293.2048342,9947.772773,10191.6872474
389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
390,9256.5958813,9367.0631564,9318.5488222,9301.5562235,9363.2459736,9183.1228198,9137.5600581,9316.7033886,9278.7808721,9190.1324351,9365.2511746,9202.9202038,9107.3043346,9159.3346438,9256.4822889,9218.4464178,9273.7028716,9198.7597709,9251.8030084,9141.839696,9292.1676436,9292.6737018,8639.2249047,9247.8704642,9085.6366766,9379.0799242,9256.6102409,9228.3936127,9146.6027494
391,9292.6284552,9129.5931532,9236.735454,9177.0868216,9164.2501503,9155.6455632,9256.5506915,9225.1488109,9138.9782355,9237.9217198,9274.3742442,9121.7238523,9081.7224193,9105.3687539,9144.6995894,9076.5827853,9096.1427081,9045.7414339,9127.360872,9329.8765106,9167.6231974,9173.951686,8655.0669924,9407.2484306,9349.3787414,9413.2092796,9349.5092689,9370.5174076,9439.2781933
392,9955.2147127,10045.9794757,10219.6078006,10071.9458292,10200.3756238,10179.1330521,10199.3840419,10054.9619447,10015.7832704,10054.2950616,10005.5057067,9965.3788472,9905.8034461,10165.424712,10247.245136,10003.3421534,10078.2960945,9997.8054916,9956.3266648,10136.0884041,10038.4424894,10204.4053137,9098.3339407,10056.4784396,10100.5708866,10180.3463412,10128.6657736,9959.1002412,9863.4623283
393,9322.7169785,9260.7699567,9385.1179789,9302.0550504,9355.0325665,9461.5683295,9274.8116292,9358.5296864,9315.784445,9358.7640117,9320.6039337,9370.287935,9357.9099149,9505.0870406,9439.4164423,9467.2644757,9517.4820152,9455.2320616,9449.7364585,9373.6166841,9411.8427716,9483.1930601,9039.6160622,9312.725704,9342.8338123,9521.3927632,9501.6095471,9497.4120599,9519.622187
394,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
395,8971.4009184,8960.6648625,8942.4124021,9043.9518206,8987.3509991,9369.2284501,9025.6861436,9037.4291412,9145.8287835,9020.7779752,9029.467153,8947.2744376,9098.0546034,9132.1839457,9289.5987262,9174.3760662,9155.6167213,9119.2904586,9038.0142577,9065.6041369,9174.1535738,9217.2772762,9097.1789085,8942.9074131,8972.2766024,9070.2099936,9108.0797103,9095.9608972,9128.8628906
396,10811.9746607,10918.0815148,10705.4092843,10826.4739855,10887.8722062,10859.8526964,10956.01747,10874.6631417,10759.7663779,10719.1687281,10806.4413941,10960.8531634,10805.3862223,10851.9061285,10713.564247,10899.636631,10892.7265118,10855.1169981,10867.1933539,10654.2888541,10784.129362,10701.7602203,10275.414132,10617.7651302,10740.7005968,10685.5540312,10556.1817774,10586.451037,10693.1020633
397,8834.9605002,8743.6396534,8718.6946813,8760.8157879,8845.9744388,8637.3895213,8836.6152927,8788.484066,8667.8425531,8607.9047029,8766.4197073,8753.7573136,8656.4106911,8677.7552704,8689.1861754,8762.3024718,8790.7822457,8793.4157908,8765.272617,8783.4802541,8764.1011263,8821.74162,7919.7375376,8823.1738412,8720.8149011,8817.285719,8812.796356,8811.281799,8731.9709208
398,9464.0333504,9729.6377915,9987.1512558,9797.9899809,9966.0899427,10107.8981759,9899.0168602,9790.5756495,9357.2099884,9951.5580337,9875.0121133,9803.2367878,9670.3906643,10403.7245142,9932.5165166,9779.3395497,9798.8030912,9717.1304858,9830.6992075,10194.2766449,10002.4853774,10121.8157623,9454.4241379,10259.5560622,10251.9601604,10384.6943642,10226.5236118,10060.6562865,10226.0647157
399,10489.8092364,10239.5721894,10752.5089806,10193.9756097,10166.5689734,10797.6664481,10219.1266621,10279.4091762,9980.4567068,11072.5813149,10694.5964999,10282.4524411,10050.6983123,10418.2430688,10467.2239047,10119.9442858,10218.7881367,10037.0136344,10156.9578452,11168.7211423,10469.9253384,10778.3844234,10561.1782397,10738.2082537,10605.1452404,11093.5965896,10953.0599349,10351.4916743,10439.7413089
400,9577.9422751,9479.6512155,9480.8266369,9424.3449276,9439.0172636,9662.91481,9502.9316755,9564.187049,9430.5318447,9656.4898603,9620.977763,9552.0369893,9451.8801388,9623.5993267,9430.5575425,9473.4874685,9603.4597386,9481.7576026,9589.3079048,9736.8987892,9429.4465704,9618.1847839,9430.8681972,9691.1048123,9650.8710775,9701.770597,9703.6764836,9588.9130713,9589.318017
401,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
402,9418.9057758,9239.0019749,9100.7362269,9062.2242938,9051.0406457,9186.8721582,9216.32253,9195.7533141,9061.0551284,9240.5676946,9298.5264178,8902.5520953,8887.8499498,8997.6954794,9065.7720354,8999.3771738,9086.804181,8937.3448371,8970.2920923,9350.0744869,8851.3857265,9117.7113649,8676.1729293,9629.1245503,9503.3989622,9499.3715251,9619.995902,9387.7634721,9539.3312064
403,8969.236102,8830.4796876,8877.6949111,8879.7054983,8873.3423483,8878.5556802,8773.6306359,8910.4548754,8868.7937935,8987.3909479,8939.9422936,8990.1431649,9004.0115296,9002.8570387,9038.5598006,9104.5781316,9114.442171,9077.5895705,8949.288324,8863.750067,9036.0603055,9034.6823905,8714.8830708,8940.9596326,8879.2355244,9000.8591509,8999.5089722,9094.6020384,9137.7735628
404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
405,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
407,8877.3198718,8689.8566645,8776.3017555,8672.5615005,8715.8780773,8386.9625823,8623.7256224,8684.0872795,8613.3226842,8757.8798983,8660.2982968,8616.5769686,8479.2777401,8525.1633104,8536.3726695,8510.0584982,8443.6737966,8516.3138277,8470.7821137,8689.5292311,8429.0220416,8529.3105376,8443.3371492,8752.3098272,8705.4516203,8799.413948,8806.4763001,8709.7023527,8778.002858
408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
409,9113.1734482,9058.2794548,8989.4264096,8992.3152705,9009.2339313,8988.2677441,8970.6108399,8994.8466677,8970.5225247,9017.9923966,9054.9891032,8922.8054293,8918.7349079,8918.3633145,9103.0465912,9082.428417,9100.2327793,9025.3313944,8999.8935429,9075.4839182,8995.8337031,9093.1589386,8928.0373208,9131.0511282,9061.1929966,9247.0879205,9244.4366026,9130.8681189,9229.1926344
410,11212.5400507,11262.7168887,10502.4174546,10609.9364532,11781.0444378,11407.7987719,11265.0378238,11066.7220169,10025.2265471,10764.0472396,11689.1566869,10732.1153665,9796.8133061,10314.239175,10140.4254074,9904.962854,10083.8117145,9594.0736416,10074.0880596,11151.0549079,10302.4978418,10487.0854581,9123.0664705,11018.9338143,10608.8366831,10857.788984,10833.295093,9937.7678312,10242.4101339
411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
413,8656.7692415,8813.8621734,8104.5227452,8521.7891949,7977.3646835,9279.0900437,8575.1744385,8687.4341272,8899.3284186,8785.4170603,8889.1872022,8883.4670393,8883.8594257,9090.353926,9142.436451,8918.4477536,9109.7964982,8903.9885124,8947.0547673,8924.3177211,9094.2570133,8951.9269057,8489.7822019,8788.7608709,9092.6132878,8937.0384068,8922.9449137,8738.0261523,8589.0748131
414,7635.9353707,7525.5155862,7533.9721389,7555.6578614,7711.5297471,8215.8997991,7834.0601239,8012.9147581,7977.5209639,8208.8869241,8352.9587838,8134.2575943,8169.2824058,8222.7080634,8342.5697292,8122.3519732,8713.0374555,8880.6491368,8960.8101588,9100.1466869,9189.1035634,9102.2835706,8354.3853653,8915.0695911,9224.2217506,8853.409353,8828.3655969,8638.8918031,8627.6688935
415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
416,9942.0335003,9903.4558209,10091.9984363,9970.3138238,10118.6075007,9764.1059307,9927.9069155,9883.1930102,9892.1852187,9950.9436022,9904.5541214,9813.0715472,9723.7555387,9809.1184411,9636.1828654,9615.0263089,9647.5790759,9608.3525613,9670.4950571,9837.1318231,9564.8449018,9644.4097483,9358.0108907,9879.166451,9775.2467847,9965.5836178,9936.1436349,9825.6685505,10038.3436457
417,7975.1993506,7901.8807494,7244.1530895,7845.9050284,7078.2041176,8080.1326323,7787.5232135,7902.8081916,7877.6852422,7863.5074135,7985.3640878,8007.4128211,8059.1191694,8094.3191548,7981.9183579,8010.0431784,7910.3300483,7962.0448923,7895.9217705,7877.1520071,7948.034638,7885.5261008,7768.5196623,7655.7458844,7785.8565969,7631.4279059,7560.7660638,7655.6086099,7151.7894048
418,9030.8101383,9096.8551284,8669.1931726,8763.3866273,8838.4348969,8193.2233057,0.0,8818.5461591,0.0,0.0,8817.3140649,8659.1523166,8569.0060419,8537.7763575,8248.7057675,8706.980984,8602.0740751,8501.1699067,8566.3059947,0.0,0.0,8661.1593835,0.0,8762.368621,8574.5576518,8818.9375708,8801.2662842,8642.0393099,8924.555712
419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
420,8940.8197294,8684.6846609,8545.6324702,8401.8665385,8869.0789803,9423.6628963,8969.6846809,9147.4762856,8503.1253948,8905.5617571,9524.3740731,8779.3006848,8304.225392,9041.3677426,8750.2493355,8363.3796076,8469.3842382,8312.0046536,8381.1959025,9353.2842374,8709.6463,8796.7668049,7360.5656283,8743.5409051,8793.8250283,9155.4674457,9317.0438217,8683.9526777,8832.5791839
421,8266.9427515,8232.0797577,8243.9726683,8235.3883471,8285.5752609,8184.5846032,8304.4792944,8254.1129463,8350.3059541,8258.5241937,8196.7663292,8196.1978654,8209.6786942,8145.5228229,8196.6527995,8284.9824544,8284.4846302,8262.7260778,8250.4367263,8288.9597326,8295.4456236,8265.6997076,8052.201439,8284.0628798,8290.2207113,8153.6957515,8342.5700775,8293.6485986,8234.8590445
422,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan
423,9137.150116,9118.1552144,9000.9922055,8942.1678649,8846.3305002,8577.3077349,8962.2399498,8940.1731631,8960.2153183,8903.5322113,8857.9320394,8827.589581,8747.2355223,8708.3726615,8743.9473894,8818.9359047,8945.572001,8877.2879331,8857.0239198,8888.8457565,8770.7393864,8790.832193,8708.6806217,8993.6256702,8846.6472044,9062.7704797,8982.0329677,9091.4664834,9130.8349405
424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
425,10445.0454555,10557.3740884,10155.0867989,10037.6688813,10524.5510315,10283.483972,0.0,10150.8435756,9607.9343792,10324.1019002,10418.1891185,10235.8279453,9896.8603782,10149.2743575,10114.9230364,9889.7307198,9962.8911711,9808.9699457,10003.4684159,10573.5627471,10303.5669794,10406.1313294,10990.8446583,10303.6600139,10079.1889644,10151.4962841,10338.1867131,9791.005351,9927.171664
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
428,8121.5640295,8045.4050137,7892.5445143,7856.9630085,7890.8811481,8313.6819855,7873.339393,7967.4201647,7827.2840987,7861.8857032,8009.7654684,8041.965526,8134.7893064,8133.7764936,8142.9000051,8035.5474676,8191.8937183,8100.4713122,8154.1400725,8133.5005556,8128.831366,8172.792306,7794.3125241,8391.1163539,8164.8836002,8091.0018136,8064.2374777,7939.7496546,8149.7800023
429,8897.6829427,8870.4764051,8926.2118353,8944.083387,9042.4798799,9298.9050837,9223.0848172,9232.7601847,9225.1533035,9051.8343321,9156.1564473,9099.321491,9127.1424474,9143.4304035,9207.5596868,9041.055986,9188.9839611,9171.3001784,9343.106184,9476.3321768,9450.3982221,9488.6942442,8969.4578833,9723.2492054,9766.9190129,9575.4660685,9598.9907169,9449.5414959,9289.6428621
430,7726.3324847,7768.3570959,7835.7392662,7885.7117,7903.7815077,7953.0903906,8000.7592388,7861.9397205,7949.4190574,7903.4162246,7842.5025011,7851.9476682,7789.9923426,7764.3088666,7909.2643942,7920.7725337,7949.9898511,7896.9671108,7884.095623,7963.7372682,7861.9429146,7831.9926358,7731.6129967,7887.621472,7964.4346555,7939.8095007,7925.1414591,7898.9366377,7859.7714472
431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,8005.4806792,8025.9178634,7890.7156243,7990.9752887,7931.088948,8284.5034725,8092.4936492,8073.7240652,8115.4868918,8033.8305851,8060.7010542,8049.0123318,8056.2712814,8129.7316123,8128.0633145,8077.4052261,8113.9675135,8024.5657464,8007.0870721,8071.5560016,8082.7435218,8137.9640342,8161.457211,8131.968379,8105.7205562,8008.3993432,7898.0941756,7894.6042911,7812.7331001
437,8620.137948,8619.2633727,8564.3957957,8563.3182788,8598.5937918,8652.7916746,8685.7877973,8599.9584122,8501.7431168,8564.9174337,8611.338305,8535.5519426,8295.6575672,8438.3432063,8416.5400918,8394.9289666,8478.7696224,8405.5400378,8536.8946522,8606.9391093,8396.6725116,8481.1445109,8447.0482849,8706.5925317,8568.6774161,8704.1347683,8675.8870222,8608.7049929,8698.9655132
