Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
484,5929.539168,6197.9247153,5834.1984425,6005.2232252,6108.0138138,6374.8754315,5983.3248397,6104.9722661,5764.0236449,5565.9592182,6107.7881496,6105.315881,6287.5729453,6113.4223079,5920.7667979,6234.9414062,6132.1356285,6229.9918139,6169.8456565,5897.8812091,5916.0980392,5868.5290366,5938.3379735,5893.4337555,6114.3191382,6076.3837813,6118.7665847,6167.4358334,6298.3257678
485,6424.6471698,6460.7128262,6485.9165292,6530.662226,6602.8333913,6601.3269599,6518.9921842,6579.4410449,6566.3128226,6581.9492418,6585.0724968,6546.517021,6511.2964437,6539.9529944,6591.3349429,6476.1089375,6500.4865976,6467.7607751,6512.4785839,6549.4476339,6586.9495155,6568.8714785,6491.1946642,6505.7466839,6642.5082081,6387.5992212,6362.9010662,6444.1089476,6426.9723134
486,6567.7973672,6538.0530235,6749.0812535,6532.0876979,6598.2001155,6498.3848267,6512.4340378,6479.1037403,6423.489338,6516.3967174,6560.5951457,6385.5045053,6344.7977966,6324.1943396,6213.3437761,6218.7506227,6245.9186218,6258.0868918,6274.8000414,6354.5452393,6061.0109445,6137.7809789,6353.82638,6459.2593882,6381.8774615,6628.3954311,6621.8723307,6590.4114746,6707.8958919
487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
488,6158.7693788,6168.6820286,6209.5194077,6317.8286689,6372.7913213,6753.4837507,6422.9353289,6426.2602966,6399.0358295,6187.7543632,6304.2428687,6335.8097798,6459.0745114,6395.7988696,6339.8412406,6263.2121131,6202.5829553,6315.5829047,6264.9769405,6215.9972512,6346.6097092,6203.6951659,6214.4855462,6251.6854402,6482.6449716,6019.0397741,6070.9957342,6218.8606644,5865.8004282
489,6305.1688099,6160.8559447,6429.5752392,6282.8309947,6171.3244051,6185.8174232,6231.6093933,6196.4771877,6336.9265421,6433.8842014,6106.7345048,6086.6269479,6222.3797076,6261.2937613,6232.4859311,6246.3349778,6312.5582568,6326.892108,6158.5354287,6332.2834747,6172.5058132,6223.3986032,6288.4956439,6461.3285566,6300.4653107,6537.780562,6419.1668159,6516.1925804,6482.3994414
490,5851.8800531,5843.3459198,5281.3468826,5647.9501197,5639.9686467,6402.089802,5843.3453037,5824.3278388,6177.7341452,5577.1417554,5766.09779,5909.9321232,6180.7901132,5987.4103585,6070.6613566,6034.981489,6048.8524648,6008.9695188,5986.067582,5769.6981694,6008.3434669,5855.5652116,5826.7189391,5754.5264672,5962.8380406,5643.4197781,5705.8307288,5726.2916628,5609.1292939
491,6300.6451444,6282.6157958,6391.1401722,6305.6988358,6318.3962236,6103.2294203,6329.9319933,6294.1997359,6287.3640141,6441.9255446,6295.1687974,6274.1852412,6256.602746,6224.2912453,6331.3818415,6255.0659999,6297.0144416,6273.3419786,6327.7305847,6355.7248014,6312.9217118,6329.1365534,6574.4830299,6338.08353,6335.3227653,6263.4465251,6307.1917575,6255.9575243,6273.2322657
492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
495,6241.0022413,6253.7017965,6285.3139691,6218.4081606,6278.7715522,5944.0483948,6158.4484532,6187.6620709,6194.7638761,6309.9666089,6241.3227412,6140.5011399,6097.6579465,6134.4219014,6219.1184461,6189.142779,6219.0663426,6230.8361774,6283.0526494,6262.3423772,6251.1812247,6291.7991118,6422.8710693,6178.3770848,6191.4297779,6228.8731702,6152.1283507,6193.8712315,6226.1673098
496,6360.6220709,6411.1742063,5716.0196178,6193.1638307,6056.4938243,6867.2635756,6401.5515409,6414.7574762,6622.9346937,6131.294993,6335.4548922,6510.909656,6576.8157918,6565.9183076,6464.758419,6567.204704,6431.7983163,6466.9626634,6409.2350619,6257.3924289,6597.4351514,6413.4454557,6200.6675625,6042.8698202,6350.941241,5848.5511576,5848.713791,5976.2201442,5830.7124943
497,6750.4512321,6742.6347173,6821.1148166,6736.0161185,6633.6583541,6740.4598581,6688.339239,6685.9976022,6694.7155212,6851.7774873,6834.9364896,6768.5245361,6679.4313464,6642.9762017,6518.4733172,6446.4852504,6827.4288551,6648.2334825,6589.9116196,6766.5792784,6624.5687594,6672.032511,6438.0503667,6903.7579213,6818.7929289,7197.8503367,7244.9949703,7019.7772007,6980.7695832
498,5571.7119117,5524.8535025,5549.0701916,5552.451675,5576.1978514,5612.0628044,5569.259891,5544.5521896,5503.3525367,5628.6139683,5590.0248299,5597.0210993,5499.4532509,5574.0834906,5560.8276723,5544.1102579,5552.8310683,5503.8815526,5577.878833,5604.3553288,5544.5052424,5612.1436108,5456.9856776,5518.2480082,5573.1789474,5601.007854,5629.2031262,5508.8804161,5484.8237009
499,6776.3532974,6818.1403933,7149.2825938,7178.6655677,7262.6667225,7509.0144418,7176.6617249,6913.7984466,6261.605214,6517.1800178,6761.9451598,6544.0962298,6332.6247624,6368.301695,6061.9856186,6005.0807995,6486.6786251,6493.0764024,6450.720441,6320.8591158,6097.490714,6080.9606649,6187.5328596,6309.4550636,6301.6056377,6750.7358331,6783.1052289,6697.0357508,6610.2763935
500,6295.7393418,6221.1645462,6386.0168686,6311.1365209,6279.974119,6145.5812262,6281.4112355,6254.1924122,6298.1083606,6463.2274462,6282.7661393,6188.9836618,6091.5273028,6139.1414502,6320.9515985,6170.5381013,6145.1911507,6143.7298226,6124.3835956,6349.7212205,6191.7386225,6253.2776319,6312.120511,6319.7620959,6258.2163923,6299.8787614,6337.948763,6254.9162338,6262.1150955
501,6184.6978934,6128.2828964,6181.89285,6136.6162054,6101.5651687,5992.1882225,6126.1562017,6098.6408628,6113.8873714,6203.1258376,6128.4566143,6110.6825629,5981.9700309,6037.3628268,6117.6761855,6124.1911303,6136.8664943,6141.8666738,6152.5259168,6154.1401243,6152.7304569,6184.3201523,6327.5724166,6191.226043,6120.8487937,6301.5902299,6227.8023346,6159.2315209,6212.4274078
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,4949.6796626,4927.7006632,4622.72968,4811.1495133,4844.6743963,5125.0429743,4761.7355817,4878.5528503,4944.0935121,4488.9929623,4749.6403158,4678.4354359,4700.3414859,4750.9451589,4622.1748784,4744.6303901,4877.2547452,5046.3363244,5053.8798428,4877.0283861,5059.2796176,4958.7085785,4504.4691074,4427.2419969,4504.5355462,4514.7865943,4633.753729,4772.9900108,4604.5789732
504,4495.9246708,4465.5493952,4365.5181732,4365.7832373,4384.1739006,4552.6668516,4423.9314576,4460.7759901,4398.084015,4445.4362755,4491.6581636,4477.720201,4543.3485415,4569.7294308,4484.0143973,4491.9504898,4558.7761531,4543.4756562,4441.7532291,4477.8832246,4567.5595134,4518.9802064,4247.8678043,4439.8757884,4486.8461055,4525.8740299,4483.8590282,4511.8090019,4356.9637655
505,6119.3907389,6168.5208379,5957.8323648,6146.1258612,6209.7147195,6364.8316193,6215.2766717,6256.6737474,6256.5687094,6085.6939095,6233.9758016,6230.2873622,6268.468657,6311.7394,6272.9181732,6212.0275828,6177.0287786,6222.5728714,6173.1827611,6142.6516516,6265.7052776,6211.5896137,5928.1765606,6121.9610599,6212.5751392,6025.4603384,6039.1132705,6092.2261939,5976.3713876
506,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
507,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
508,6147.5872373,6088.7892995,6146.2566151,6106.8257599,6063.7837213,6258.896978,6074.5088231,6084.558579,6096.0230763,6058.5515105,6092.5456518,6065.7418997,6058.1490072,6055.9271727,6066.4500548,6043.3382055,6065.8046525,6057.0268232,6142.3409571,6008.1480783,6050.0752787,6015.2227275,6003.8042165,6154.3062674,6159.4194517,6211.2259609,6151.3731544,6189.3647124,6216.7714507
509,4552.5459062,4612.4076649,4594.2434677,4602.6401719,4653.9838523,4354.2011006,4623.7785466,4581.7147954,4498.8937652,4634.3622707,4606.3080272,4616.6584203,4520.0519926,4504.65437,4551.1534596,4621.5603153,4569.1387956,4529.7959316,4588.0373736,4597.7349952,4590.5482209,4648.7667095,4347.3495957,4625.5656137,4584.5953975,4461.2076733,4451.48542,4440.580339,4379.1090041
510,5370.5503265,5344.4300707,5330.6182859,5384.4794465,5309.6440126,5417.5437522,5255.7560243,5458.0500709,5467.847125,5351.7601383,5378.8076438,5468.6979571,5534.7679283,5587.0860941,5569.3275025,5518.8329542,5431.1537472,5495.2627985,5450.4296395,5454.0659604,5558.3475836,5526.9067321,5249.9214922,5485.1447141,5497.5078819,5409.8861622,5465.8127831,5526.3298162,5271.5708281
511,5884.5941937,5897.6814873,5818.145249,5834.4381974,5884.0602139,5703.7580598,5862.0010477,5797.4819065,5900.0318103,5827.5467548,5738.4689175,5741.4175966,5774.3558174,5745.102309,5766.1162744,5792.0461991,5894.5606852,5839.1367977,5837.9384041,5706.5327083,5775.5831574,5764.9802207,6177.7894964,5796.9312368,5654.7167306,5647.9851957,5655.3154945,5677.3435885,5766.845173
512,5359.8569851,5435.9224228,5548.8429823,5446.2899112,5608.0874698,5800.3684702,5635.5025804,5871.5081316,5806.0804684,5633.2698996,5670.4346132,5862.4234954,5827.2888381,5840.2444537,6131.51332,6122.4693894,5782.2832784,5967.2683976,5782.6525477,5889.5899882,5839.0731821,5895.8515909,5534.3844324,5526.0540766,5670.3730139,6100.1941509,6083.2399179,6054.7706574,5787.8996661
513,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
514,5633.9344973,5561.3452301,5717.5271955,5626.2113472,5546.8846476,5558.2941787,5526.6634384,5533.8492933,5555.2002771,5784.424163,5582.6024063,5580.2586338,5430.0482919,5466.0866769,5525.5631796,5527.0771976,5531.4210662,5462.3023516,5587.3920452,5689.4292362,5513.1003957,5595.8364109,5476.7026283,5790.4111415,5665.4386537,5846.5422318,5779.9557764,5724.2379026,5833.4204201
515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
516,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
517,5284.4599262,5352.9519508,5345.7929177,5321.5064588,5240.2372092,5124.2091164,5209.9016722,5269.1837651,5169.6757301,5272.6132462,5346.0388375,5174.196362,5064.1280793,5100.9906906,5187.8102628,5207.8714916,5223.4207939,5240.8460574,5304.8468535,5311.4840762,5231.7362817,5286.2715923,5438.6121176,5187.3961305,5229.3630778,5467.9336931,5441.9512851,5329.6449705,5262.2046863
518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
519,6064.2710193,6373.0517571,5611.3628536,6244.3654943,5164.5613674,4724.9152568,6131.0246592,6322.5673935,5521.8168958,6140.1035916,5722.2523425,5086.5053515,5039.9585813,6464.8135295,6384.3052916,5746.6769891,6429.3283053,6388.7549763,5847.5733545,6605.7904213,5731.5918396,6622.4172027,6150.3892449,6603.8469102,5595.4468641,6494.3397507,6907.7091175,6351.6097746,6601.9282858
520,5806.1171504,5805.9618251,5957.4267136,5906.9467424,5944.6083466,5835.9646464,5898.9377512,5894.0709071,5868.6478192,6011.5880667,5891.2421719,5882.4737555,5784.7498191,5842.1543514,5882.8007605,5900.36506,5894.5424107,5883.1053939,5892.7542139,5957.8163601,5952.3329393,5959.7279138,5844.7777096,5951.8813783,5948.9204142,5938.2346411,5898.1307985,5816.3205508,5889.4823004
521,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
522,5314.2861947,5330.3208645,5348.763883,5368.0734116,5482.4961306,5340.9694781,5428.8802289,5437.3012905,5468.4684397,5408.157207,5431.9607697,5341.0553339,5381.928232,5413.2788455,5486.3732027,5427.628869,5523.3617326,5429.8139402,5403.8026161,5502.8508896,5572.3129365,5612.0778784,5178.7116191,5513.0160398,5461.4824626,5631.0683927,5584.2574078,5533.6771299,5473.5931745
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,4927.0375509,4886.7017352,4925.1700075,4895.9725293,4936.0495527,5065.1692122,4983.4846716,4968.7008042,4847.8933389,4959.9556696,5006.4569725,4908.8170149,4927.0172305,4989.2553208,5017.6072073,4953.3719542,5016.4116002,4956.2907293,4964.5918868,5070.9871917,4992.7356732,5096.8972714,5030.9728442,5100.2689011,5049.440323,5300.0141834,5229.5426209,5098.6861823,5069.6420909
525,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
526,6866.7814888,6889.1482867,7057.951249,7061.8559393,7100.9812592,7324.875456,7081.2288469,7089.1152711,7060.1512408,7049.7178182,7025.4660324,7032.1983436,7069.3334886,7085.7865365,7010.5933887,6914.4762485,6849.7998148,6898.9067018,6892.5333319,7047.5635143,6951.6001972,6888.4549135,6605.632009,6969.988424,7042.7081929,6915.365086,6890.422151,6998.9475289,6865.547325
527,5498.0403864,5394.055865,5422.8717448,5339.8213687,5245.5466604,5244.2584311,5201.9420195,5282.5244134,5290.6629841,5360.674889,5369.635301,5186.6779893,5057.7469132,5161.3112778,5059.5373078,5053.8593286,5200.6182887,5064.3657703,5160.8874065,5445.3348623,5214.9195715,5289.6970236,5100.0310144,5350.7139057,5368.6048615,5611.3498131,5654.467331,5521.8863486,5516.04907
528,6175.3026731,6190.3368788,6480.0312671,6367.2868329,6374.0529905,6247.8501354,6307.0942664,6311.8028918,6386.2251387,6518.9472985,6295.9942429,6329.1780624,6290.0767098,6419.0316864,6423.0784864,6380.2364067,6316.852102,6299.243892,6367.6872682,6394.7241536,6441.3139774,6473.0500695,6345.3969897,6436.1643562,6354.1100627,6385.9432015,6286.336734,6384.5779994,6462.8915533
529,5762.1850516,5827.9789784,5563.0101262,5687.3945988,5755.2811914,6009.2920467,5689.7303822,5815.9150131,5876.6477357,5619.5016506,5832.3970807,5827.0227184,5937.8027704,5907.5693665,5885.0737356,5936.4127706,5915.1359795,5929.6594658,5844.0845873,5787.9878548,5948.6464179,5879.9536617,5781.256479,5651.0619846,5779.1448592,5748.4986392,5781.1514547,5757.7062945,5750.6125065
530,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
532,4485.2156975,4416.9415487,4454.0780413,4432.2550996,4462.4554717,4596.347665,4470.5529488,4543.0357048,4540.3710064,4521.140205,4518.0416753,4449.4188913,4518.2291198,4625.1774162,4595.2265129,4512.5414391,4591.1452599,4548.2613145,4583.59011,4626.9718936,4648.4164617,4684.5106014,4487.6732184,4541.6142305,4565.8665924,4676.7216157,4667.0721021,4559.8856921,4574.5666531
533,5517.9231959,5629.1661879,5746.3400277,5677.5422661,5701.1393413,5993.0067398,5624.0488897,5576.6106849,5076.5126283,5105.3686526,5086.8949188,5097.8638173,5144.6612527,5208.606767,5168.1783917,5087.4100306,5422.1412445,5682.300854,5739.4569552,6270.3121901,6164.7454984,6079.7260676,6180.5128339,6014.5027623,5928.9706899,6086.4126572,5988.8500758,5774.5710576,5517.3891449
534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
535,5706.5503864,5883.3413779,5864.8467584,5975.0826634,6072.5792051,6175.8342463,6001.6174511,5967.3641349,5853.9970751,5944.5892751,6021.6797701,5972.7005321,5991.5798573,5906.8571676,5901.648275,5878.9705245,5960.8068088,5905.4059427,5837.6161901,5894.9001799,5935.4476064,5942.1162055,5687.9217723,5834.9899122,5907.762856,5696.6270633,5818.3615461,5846.0271296,5827.2718995
536,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
537,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
538,5487.3555619,5495.5014176,5503.9696908,5452.6700355,5558.4056505,5894.640978,5587.0758298,5670.3217111,5424.406484,5524.829988,5644.4039195,5405.8588828,5359.0132246,5430.5793212,5401.1794167,5359.3445395,5481.1753,5474.3501017,5537.628138,5668.9124379,5346.3568865,5508.8741373,5130.8023666,5550.2890066,5510.6797656,5945.9021847,5909.489116,5720.1657249,5771.9394738
539,2858.2972545,2879.0864732,3009.9157494,2938.6765834,3118.7127111,3367.5150628,3099.1917391,3079.6651864,2975.9807297,3019.9355857,3066.1353881,3247.9329936,3300.6435472,3108.9548335,3264.4406181,3276.5575321,2989.1221409,3377.5561365,3014.7969831,3171.4165268,3125.5527685,3196.9359034,3247.7352519,3136.4433901,3266.6046809,3379.6762913,3475.9442913,3530.146096,3147.6605801
540,5866.5602286,5819.9633159,5902.298238,5779.8464357,5689.9883328,5673.950028,5662.4483142,5771.9562584,5747.3106656,5969.4912148,5798.2178429,5756.937881,5680.6321831,5695.0002011,5674.7361881,5667.1929947,5736.4159415,5683.047988,5742.0761621,5798.7028758,5759.3170776,5744.605911,5639.2979237,5931.6659196,5685.6158668,6017.6863789,5981.3791593,5867.7954428,5910.139258
541,6370.3844961,6337.9278569,6563.542354,6419.4262653,6427.3798202,6159.1160598,6458.7821953,6384.5789086,6365.9811336,6639.0434503,6354.0530137,6319.2328157,6167.6703165,6163.2267085,6393.4471332,6312.4384613,6277.0739471,6245.401966,6352.390015,6569.7271631,6343.8876138,6415.6548208,6506.0956846,6468.0532051,6426.7366673,6512.9664878,6502.1913965,6410.7828837,6465.2101097
542,5219.7659328,5435.3467095,4930.6880413,5438.4874043,4647.2268037,6192.8410013,5206.9419125,5267.1497762,5721.850592,5021.2607235,5371.5606713,5672.3370623,5969.977428,5921.3197038,5718.7456611,5838.4499426,5778.9067527,5787.0594406,5613.6703054,5348.037409,5790.8791503,5562.0576623,5302.1883078,5131.5381956,5444.8495582,4784.5693892,4714.4880283,4948.1349247,4339.8404918
543,5621.2129543,5550.8575198,5587.2126142,5532.9499064,5459.7480291,5676.1737595,5516.9627317,5589.6006962,5490.6791217,5676.7180815,5586.8445448,5493.02442,5503.7629338,5530.8503337,5477.7094046,5527.768995,5532.8377239,5427.774811,5505.722142,5637.9395315,5440.1846329,5468.7037931,5269.502887,5666.2198631,5537.0317892,5835.0486785,5804.6839827,5717.5079815,5644.7531492
544,5342.7553884,5502.9337899,5143.8857657,5377.9333264,5386.9431712,6023.5793114,5647.7313026,5874.1718427,5562.8813211,5228.9035676,5555.6850225,5839.4287865,5915.6247498,5921.3583762,5827.5941495,5715.4967122,5642.7900971,5694.4041888,5669.5246721,5654.0204821,5824.5874584,5797.5829436,5290.7695213,5258.4861438,5583.1946516,5715.4064043,5796.8422159,5789.9467027,5446.3015928
545,5961.397427,5827.7842221,5912.2025469,5849.0208555,5830.2083191,5914.9425132,5790.1568683,5834.6170471,5935.3211312,5876.0583898,5746.2272183,5814.0093099,5924.1349748,5897.6505886,5860.0690954,5856.9870205,5862.3439454,5881.3774751,5928.0626594,5861.5648269,5785.557376,5815.006103,6023.9420205,5899.4386046,5901.4749867,5875.0509909,5954.2382151,5860.4301857,5992.1745338
546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
547,5705.5536784,5607.2813535,6022.3553908,5913.5397842,5757.1438099,5629.2086604,5835.3710704,5774.3402112,5783.9297127,6036.0878197,5790.4167243,5680.2310996,5733.8637806,5673.2942511,5746.5281454,5761.3757382,5738.3858565,5647.2945305,5802.9756789,5953.4066776,5814.2376739,5854.4502068,5656.7700373,5878.6374827,5926.3968923,5919.4678576,5827.3988919,5788.8487,5840.3189082
548,5236.9199266,5196.0165002,5128.306445,5147.9260356,5203.4441035,5401.6312035,5162.7096068,5198.7140684,5196.6344738,5059.8962429,5200.8758515,5211.309247,5263.7001968,5237.4134868,5219.9991464,5253.4725801,5292.2984736,5266.4860788,5245.9214344,5207.1384118,5255.3928272,5273.6617503,5107.1499867,5163.2744515,5310.0089756,5308.6993142,5304.3457741,5247.7158768,5259.9538095
549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
550,5077.9503788,4838.3254652,4933.7720051,4845.7973197,4756.4030877,4686.0401852,4562.9622825,4771.8457478,4878.4568386,4973.2819975,4806.208582,4867.4013893,4718.3022648,4817.4057457,4754.1887278,4823.6132825,4779.770458,4773.763854,4762.9995321,4860.2039787,4847.3978755,4841.4364531,4408.9418016,4938.9040543,4775.401957,4922.2159944,4884.2814599,4880.5592752,4922.0366635
551,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
552,4665.992601,4707.3735893,4589.4594882,4551.8794439,4635.0899137,4801.5563906,0.0,4798.0836239,0.0,4443.6472728,4519.0100939,4678.1301018,4600.6314694,4591.774938,4465.0883029,4425.940748,4688.8911768,4753.0723005,4887.241251,4568.9324942,0.0,4430.4789903,4498.3276035,4672.2671242,4567.1206897,4731.6675935,4756.5260673,4597.8247848,4597.6854828
553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
555,5640.5144515,5522.1048331,5550.1031992,5536.1830934,5548.685954,5673.178378,5493.5678566,5604.5274956,5487.3007693,5657.7222847,5617.8933721,5584.4982317,5614.9424113,5736.4346315,5692.8232982,5649.0560031,5662.3761009,5644.6434035,5614.768004,5665.5172677,5753.361172,5712.7314113,5184.5726119,5642.4197044,5705.5413488,5806.0073435,5850.8479906,5712.1906387,5678.2979389
556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
557,4971.1723927,5103.7243772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4988.7968162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4408.6887649,4656.888685,4553.2665352,4752.574045
558,5796.6392303,5771.0595286,5934.9097688,5817.5536418,5778.5699743,5614.0761033,5703.862215,5763.2095661,5759.0676299,5973.8043923,5793.1920365,5742.451031,5525.7854377,5678.5525001,5794.0619978,5657.2807166,5704.6171761,5646.7681455,5737.1500637,5912.7269301,5777.7562515,5806.5655944,5733.9315097,5852.3878444,5792.0359556,5889.151908,5881.3855019,5806.0900624,5798.0343694
559,5554.2591488,5487.8851395,5714.9846462,5609.0449226,5616.8003138,5494.6657052,5567.0945243,5585.6339963,5633.7883572,5772.1798408,5578.3144097,5608.8526597,5654.3892879,5658.9317174,5659.0867566,5655.9442244,5702.1946355,5697.7319246,5667.7209724,5727.703594,5732.2254725,5747.9367366,5833.3826268,5629.5708046,5668.6715387,5813.6264273,5748.5903128,5682.8185177,5711.9872198
560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,5467.9632033,5509.289138,5251.0099531,5384.4098292,5440.7457803,5564.4652298,5377.9322541,5423.514265,5348.156485,5168.6136956,5435.6967387,5393.1896132,5443.36245,5413.2448387,5392.5130609,5444.3347107,5433.9489693,5411.5012841,5418.1135309,5237.3969041,5408.6725865,5361.8559574,5447.1649976,5304.9901591,5302.2042187,5210.3796235,5183.2601024,5278.1525855,5298.3782068
563,4832.5654203,4780.9816234,4820.0183119,4753.9193046,4673.2902545,4696.7327468,4804.5291949,4791.3930736,4789.0230321,4829.2336559,4763.4954211,4822.4481573,4845.7920307,4813.1038501,4766.5146321,4838.3921536,4940.9600895,4916.9493791,4893.7877432,4861.7706888,4744.2024398,4782.1056216,4833.0925521,4871.5480573,4877.5956506,4962.4912173,4929.2629696,4950.9775232,4928.9047268
564,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
565,5350.7247913,5251.4101914,5365.7824549,5270.4307781,5220.7439293,5142.624356,5265.2022218,5260.6756124,5280.8136376,5422.1676356,5290.4500594,5246.0742269,5241.5528598,5242.9375306,5305.1405671,5199.9356915,5380.9699508,5281.5467603,5318.6198432,5371.030084,5315.6003241,5416.8209957,5011.412204,5354.8186521,5292.3381866,5443.7962801,5402.6031522,5393.9296927,5386.9641709
566,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
