ObservedAt:	2006-08-23T03:41:12
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_10.0-0001.fit
	Total no of stars: 3745
	Radius of star diaphragm: 3, 4, 5
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 3      Star ADU 4      Star ADU 5
           70.17          480.44          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          334.60          940.80          3.5822          3.7120          3.6471          443.27        15749.39        17826.61        18473.01
          334.61          940.74          3.5833          3.7038          3.6435          443.27        15749.39        17826.61        18473.01
          347.42           34.01          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          431.71          133.45          3.5226          4.4784          4.0005          466.59        11367.36        13488.87        14574.22
          316.08          742.60          3.5593          4.4919          4.0256          447.33        11440.19        12823.91        13513.01
           22.02          177.65          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          438.35          545.42          3.6403          3.4904          3.5653          449.38        10242.52        11433.75        11534.82
          398.99          186.76          3.8048          6.0756          4.9402          460.03         8260.24        10301.70        14960.91
          203.71          408.93          3.4640          3.2961          3.3800          452.26        23451.12        25890.67        27045.23
          885.36          645.06          3.7124          3.4416          3.5770          429.85         8646.56         9829.89        10086.26
          114.12          812.65          6.0012          6.9993          6.5003            0.00            0.00            0.00            0.00
          942.80          343.30          3.8747          4.2363          4.0555          435.82        13764.18        16257.13        17137.73
          685.06          468.62          4.9753          4.0725          4.5239          450.82        17597.09        21333.37        23683.63
          895.84          850.81          4.2655          4.3582          4.3118          421.08         8582.94        10441.13        11741.60
          911.06          154.29          3.7225          3.8287          3.7756          454.78         9412.02        10651.87        10990.30
          621.31          138.43          3.5630          3.6397          3.6014          461.36        10554.27        11865.05        12311.07
          571.99           94.06          3.4107          3.8926          3.6517          485.01        10372.40        11607.49        11993.86
          223.94          598.43          3.4521          3.4167          3.4344          455.11        10006.29        11320.65        12094.04
          860.27          827.06          3.8335          3.8295          3.8315          425.02         8894.59        10317.56        10925.66
          530.30          719.76          3.7529          3.5545          3.6537          437.93        10613.22        12074.07        12457.44
          995.04           17.77          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          296.98          393.11          3.6454          3.7954          3.7204          454.98        12685.91        14039.15        14410.79
           18.18          480.73          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          170.57          222.37          4.6903          4.1980          4.4442          471.48         9770.32        11642.84        13116.62
          855.51          564.51          4.0174          4.1639          4.0906          429.85         9677.78        11573.01        12311.56
          533.85          539.55          4.0386          4.4559          4.2473          444.54         8878.90        10652.15        11383.48
          398.99          187.26          3.8048          6.4477          5.1262          460.03         8260.24        10301.70        14965.02
          806.89          648.93          3.8281          3.8045          3.8163          429.74         8102.84         9536.25         9765.91
          414.51          663.39          3.8554          3.8814          3.8684          448.07         8940.87        10455.79        11134.03
           34.84          397.54          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          471.86          677.49          3.4101          3.5598          3.4849          445.72         8648.77         9715.06         9973.84
          595.28          441.03          4.4445          3.8377          4.1411          445.25        17044.24        19447.72        20563.65
          813.57          988.34          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
