StarNumber	20r	20i	20r-20i	E	22r	22i	22r-22i	mean r-i	22b	22v	22b-22v	M	20b	20v	20b-20v	Q	catalogue v	catalogue b-v	catalogue b	U	catalogue v - 22v	catalogue v - 20v	X	catalogue b - 22b	catalogue b - 20b	22v-20v
2230	16.832	15.335	1.4961		16.288			1.4961																		
2231	16.279	14.516	1.7632		15.943	14.697	1.2465	1.5048	19.947	17.449	2.4978		18.847	17.637	1.2096											-0.18793
2232	16.666	14.477	2.1893		16.666	14.648	2.0176	2.1035		18.514			19.093													
2233																										
2234	19.906	15.666	4.2404			15.868		4.2404	17.984																	
2235	16.074	15.668	0.40623		15.983	16.084	-0.10155	0.15234		17.443				17.099												0.34451
2236																										
2237	15.724	15.078	0.64583		15.687	15.023	0.66374	0.65478	19.642	16.422	3.2199		18.455	16.374	2.0812											0.04871
2238	16.591	15.43	1.1603		16.412	15.62	0.7915	0.97591	18.59	19.283	-0.69278			18.762												0.52091
2239																										
2240																										
2241	16.377	15.202	1.1751			15.636		1.1751	18.92					18.976												
2242	16.094	16.025	0.069185		16.167	15.813	0.35424	0.21171	17.619	16.736	0.88262		17.182	16.938	0.24369											-0.20232
2243	16.148	15.478	0.66986		16.362	15.395	0.96683	0.81834		16.509			17.707	16.725	0.98192											-0.21545
2244		15.228				15.045							20.029													
2245	16.887	14.811	2.0754			15.124		2.0754																		
2246	17.129	15.089	2.0404			15.321		2.0404																		
2247	15.633	15.365	0.26821		15.871	15.595	0.27586	0.27204	17.412	16.269	1.143		18.149	16.073	2.0768											0.19623
2248	16.306	14.887	1.4197			15.903		1.4197					17.149	17.17	-0.021597											
2249	16.295	15.133	1.1611		16.606	15.406	1.2003	1.1807		17.685			18.539	17.706	0.83319											-0.021
2250	16.601	15.286	1.3142		16.54	15.757	0.78251	1.0484	19.927	17.314	2.6128		20.002	16.675	3.3269											0.63899
2251	16.245	14.174	2.0706			14.432		2.0706		18.477			17.804	20.075	-2.2704											-1.5979
2252	21.398	14.872	6.5266			14.945		6.5266						20.366												
2253	16.981	14.647	2.3338			16.147		2.3338					18.249													
2254	16.765	15.363	1.4023		16.546	14.886	1.6604	1.5313	18.282	16.855	1.4264		17.721	18.201	-0.48061											-1.3462
2255	17.952	15.011	2.9409			15.169		2.9409	21.274																	
2256																										
2257																										
2258	16.591	14.516	2.0754			14.807		2.0754					17.505	16.835	0.67069											
2259	16.037	14.517	1.5197			14.591		1.5197	19.819				16.254	16.304	-0.049496											
2260																										
2261	15.383	14.844	0.53864		15.547	15.421	0.12552	0.33208	16.613	16.201	0.41209		16.616	15.946	0.67038											0.25535
2262		15.306			15.96	15.468	0.49176	0.49176																		
2263					16.653	15.51	1.1432	1.1432		17.082																
2264	17.445	14.548	2.8972			14.521		2.8972	18.762	17.368	1.3942															
2265	16.344	15.508	0.83668		15.796	15.855	-0.059015	0.38883	18.747	16.945	1.8016		18.813	17.844	0.96811											-0.89928
2266																										
2267																										
2268																										
2269	20.587	14.402	6.1851			14.502		6.1851	19.657	20.56	-0.90245															
2270	16.057	15.659	0.39797		16.602	15.578	1.024	0.711	19.402	16.424	2.9778		18.324	17.21	1.1137											-0.78619
2271	16.701	15.692	1.0081			15.838		1.0081		21.896			20.565	16.871	3.6938											5.0247
2272	15.889	15	0.88936		16.127			0.88936	18.293				18.32	16.744	1.5763											
2273	16.79	14.852	1.9378			15.029		1.9378	20.167					18.172												
2274																										
2275																										
2276	16.069	14.64	1.4289			14.948		1.4289																		
2277	16.393	14.608	1.7844			15.126		1.7844		17.598			17.743	16.978	0.76503											0.61992
2278					16.198																					
2279	15.972	15.395	0.57706		16.124	15.714	0.40918	0.49312	17.667	16.907	0.75994		19.156	16.654	2.5017											0.25296
2280	16.369	15.504	0.86457		16.311	15.917	0.39465	0.62961					17.265	17.394	-0.12885											
2281																										
2282		16.063				15.676																				
2283																										
2284	15.845	14.601	1.244		16.423	15.245	1.1788	1.2114	17.075					17.602												
2285	16.271	14.726	1.5452					1.5452	17.219					18.773												
2286	18.089	15.216	2.8725			15.363		2.8725					17.958													
2287	16.62	14.347	2.2735			14.598		2.2735		18.825				18.073												0.75222
2288																										
2289	16.333	14.663	1.6698			15.117		1.6698	18.267				20.022	18.026	1.9962											
2290																										
2291	16.267	14.609	1.6582		16.622	15.081	1.5405	1.5994	16.652	16.85	-0.198		17.473	17.326	0.14703											-0.47595
2292																										
2293	16.121	16.072	0.049046		16.546	15.808	0.73847	0.39376		17.143			18.499	17.085	1.414											0.058067
2294	16.245	14.385	1.8601					1.8601	17.829					20.717												
2295																										
2296	18.378	15.071	3.3063			15.148		3.3063	18.907																	
2297	16.528	14.589	1.9389		16.488	14.637	1.8509	1.8949		19.868																
2298	16.913	14.751	2.1616		16.556	15.211	1.3452	1.7534	17.713				18.056	17.938	0.1181											
2299																										
2300	16.199	16.399	-0.19983		16.46			-0.19983	17.44	18.025	-0.58525		17.365	16.559	0.8055											1.4662
2301	16.07	15.046	1.0242		16.375			1.0242	17.482	17.193	0.28858		18.339	16.963	1.376											0.23001
2302																										
2303	15.46	14.735	0.72503		14.833			0.72503	16.38				16.388	15.892	0.49657											
2304	18.075	15.365	2.7102		16.664	15.061	1.6033	2.1567		17.101																
2305																										
2306	18.403	14.755	3.6478			15.066		3.6478																		
2307	16.24	15.092	1.1483		16.337	15.424	0.91265	1.0305					19.879	18.001	1.8784											
2308	17.817	15.311	2.5059			15.954		2.5059					19.106	21.09	-1.9838											
2309	15.555	14.436	1.1184		16.105	14.962	1.1427	1.1305	16.428	16.956	-0.5283		17.888	16.764	1.1239											0.19191
2310	17.227	14.439	2.7882			14.953		2.7882	19.864					20.392												
2311	15.617	14.949	0.66776		15.918	15.424	0.49318	0.58047	17.375	17.204	0.17029		18.135	16.722	1.413											0.48218
2312																										
2313	15.405	14.622	0.78255		15.543	14.93	0.61295	0.69775	17.205	16.041	1.1635		16.585	16.091	0.49371											-0.049675
2314																										
2315																										
2316	15.421	15.202	0.21875		16.57	15.185	1.3858	0.80226		16.795			18.434	18.173	0.26059											-1.3778
2317																										
2318																										
2319	16.407	15.181	1.2267		16.252	15.755	0.49751	0.86212	17.554	16.72	0.83417			17.402												-0.68224
2320																										
2321	16.397	16.109	0.28811		16.505			0.28811		17.211			19.581	16.885	2.6954											0.32556
2322	15.962	15.311	0.65118		16.578	16.069	0.50836	0.57977	18.94	17.302	1.638		17.43	16.125	1.3042											1.1762
2323	15.757	15.564	0.19258		15.699	15.814	-0.1148	0.038892	17.521	16.341	1.1801		17.548	16.716	0.83217											-0.37473
2324																										
2325	16.034	14.414	1.62			15.241		1.62						16.101												
2326	17.042	16.188	0.8534					0.8534	17.814	17.541	0.27342															
2327	17.218	15.021	2.1973		16.042	15.57	0.47181	1.3346		17.764				17.475												0.28915
2328	16.496	15.133	1.3634			15.603		1.3634					19.093													
2329																										
2330	15.769	14.355	1.4135		16.612	14.885	1.7278	1.5707		17.332				17.555												-0.22308
2331	16.743	14.859	1.8843		16.615	15.019	1.5959	1.7401		17.521																
2332	15.968					14.831			17.492	18.959	-1.4676		18.136	17.313	0.82299											1.646
2333	17.104	15.663	1.4411			15.676		1.4411	19.092																	
2334	16.264	15.219	1.0453		16.085	15.216	0.86852	0.95691	20.05	17.097	2.9536		18.746	16.598	2.1482											0.49895
2335						15.384																				
2336	16.571	17.849	-1.2775					-1.2775		17.442			17.605	17.83	-0.2247											-0.38765
2337	18.026	15.113	2.9121			15.237		2.9121						18.404												
2338	17.094	15.741	1.3528			15.391		1.3528		19.947																
2339	16.674	14.874	1.7996		16.6	14.977	1.6228	1.7112		17.445																
2340	16.875	14.774	2.1016			15.357		2.1016		18.202			18.921													
2341	22.062	15.525	6.5371		16.628			6.5371	18.602																	
2342	16.075	14.923	1.1529		16.03	14.755	1.2751	1.214		16.478			17.375	17.232	0.14377											-0.75345
2343																										
2344	16.699	15.059	1.6401			14.87		1.6401		17.401			17.825													
2345	16.825	14.566	2.2581			14.865		2.2581		17.387				21.726												-4.3384
2346	15.942	16.412	-0.47039		16.368			-0.47039	17.174	17.116	0.058025		20.502	16.8	3.7016											0.3158
2347	17.048	14.723	2.325		16.535	15.209	1.3263	1.8256					18.835	18.614	0.22099											
2348																										
2349																										
2350	16.088	16.661	-0.57291		16.549	16.04	0.50917	-0.03187	18.74	16.628	2.1121		18.989	17.276	1.7133											-0.64779
2351																										
2352		15.715																								
2353	16.531	17.471	-0.9394					-0.9394		18.361																
2354	20.148	15.138	5.0097			15.418		5.0097	19.057				19.738													
2355	16.351	15.913	0.43804		16.365			0.43804		17.114			20.576	20.44	0.13617											-3.3255
2356	16.552	14.794	1.7577			15.341		1.7577	18.354					18.477												
2357	17.298	15.047	2.2518			15.742		2.2518						18.468												
2358		14.054				15.541			18.261				14.752	17.351	-2.5991											
2359	18.109	15.352	2.7566			15.233		2.7566		21.291																
2360	16.792	15.029	1.763			15.41		1.763																		
2361	16.392	14.941	1.4514		16.642	15.66	0.98159	1.2165						18.538												
2362	16.244	16.129	0.1151					0.1151	18.942	18.046	0.89549		18.647	17.24	1.4079											0.80687
2363	18.062	15.932	2.13			15.399		2.13		18.192			20.432													
2364	17.045	15.198	1.8474					1.8474					18.816	16.931	1.8853											
2365		15.477				15.485																				
2366	16.564	15.054	1.5107			14.933		1.5107	18.179	17.241	0.93816		19.01	19.477	-0.46732											-2.236
2367	16.127	15.782	0.34478		16.069			0.34478	17.543	17.137	0.4055		17.936	16.572	1.3641											0.56478
2368	17.95	14.952	2.9976			15.797		2.9976																		
2369	16.153	16.218	-0.064531		16.518			-0.064531	18.195	17.498	0.69658		19.664	17.755	1.9086											-0.25661
2370	17.528	14.567	2.9606			14.764		2.9606					21.207													
2371	17.76	14.859	2.9008			14.911		2.9008		18.543			18.636													
2372	16.45	15.763	0.68707			15.695		0.68707	20.681	16.67	4.011															
2373	16.838	16.47	0.36758					0.36758	18.924	19.679	-0.75563		18.71	17.297	1.4135											2.3825
2374	15.608	14.273	1.3349		16.684	14.65	2.0349	1.6849	17.81	17.12	0.68992															
2375	16.453	14.717	1.736		16.32	15.297	1.0227	1.3793		19.549			18.59													
2376																										
2377	16.573	17.383	-0.80995					-0.80995	18.006				19.392	18.002	1.3907											
2378	16.971	15.05	1.9208			15.493		1.9208	17.274				17.611													
2379	17.214	14.706	2.5078			15.014		2.5078	18.175					20.236												
2380	16.085	15.422	0.66266		16.096	16.025	0.070845	0.36675		17.446				17.561												-0.11436
2381	16.702	15.521	1.1805			15.219		1.1805	19.507	16.763	2.7442		18.316	17.413	0.90327											-0.64989
2382		16.315				16.056				17.679																
2383	16.221	14.801	1.4202			15.5		1.4202	18.071	17.707	0.36429			20.208												-2.5007
2384	15.754	14.841	0.91349		16.117	15.715	0.40191	0.6577	17.754	17.819	-0.065165		18.033	16.957	1.0754											0.86209
2385		15.111				15.44																				
2386	15.998	14.8	1.1982			15.218		1.1982		19.515				18.787												0.72807
2387																										
2388	17.934	15.108	2.8257			15.689		2.8257	18.444																	
2389	16.38	15.31	1.0705		16.391	15.609	0.78199	0.92627	18.933	18	0.93283		20.198	17.2	2.998											0.79984
2390	16.702	14.753	1.9491			15.359		1.9491		20.311			18.094	19.091	-0.99767											1.22
2391					16.571					17.204																
2392	17.011	14.815	2.1956			15.046		2.1956	20.739	19.031	1.7078		15.821													
2393	19.539	14.977	4.562			15.438		4.562						18.223												
2394	16.001	14.63	1.3715			14.989		1.3715	17.92	18.316	-0.39669		18.094	18.168	-0.074183											0.14837
2395	16.817	14.751	2.0655			15.252		2.0655																		
2396	18.042	15.498	2.5438			15.823		2.5438																		
2397					16.08	15.181	0.89837	0.89837	17.53	16.609	0.92124		14.738	14.025	0.71344											2.584
2398		15.562				16.125																				
2399	16.969	14.693	2.2766			15.512		2.2766																		
2400	16.21	15.421	0.78853		16.18	15.881	0.29914	0.54383	17.4	16.944	0.45599			17.185												-0.24103
2401																										
2402	16.629	15.348	1.2811			15.605		1.2811					18.099													
2403					15.116																					
2404	17.026	15.087	1.9396			15.519		1.9396																		
2405		14.599				15.557			17.845	17.112	0.73323		15.186	16.221	-1.0349											0.89024
2406	16.279	14.688	1.5916		16.569	15.508	1.0609	1.3263	17.678				18.954	17.866	1.0877											
2407																										
2408																										
2409	15.096	12.718	2.3778		15.326	12.939	2.3872	2.3825	17.81	16.458	1.3518		17.885	16.724	1.1611											-0.26533
2410					15.599																					
2411																										
2412																										
2413	14.816	12.547	2.2683		14.898			2.2683	18.058					17.744												
2414	13.64	13.119	0.52078		13.744			0.52078	15.119				15.103	14.326	0.77685											
2415																										
2416	15.373	13.472	1.9002		15.862	13.744	2.1188	2.0095	17.58	16.878	0.70138		18.505	16.297	2.208											0.58169
2417	16.242	14.652	1.5895		16.688	15.036	1.6521	1.6208		17.584			19.647	18.048	1.5995											-0.46376
2418	15.35	13.716	1.6339		15.349	13.942	1.4074	1.5206		16.575			18.757	16.639	2.1183											-0.063917
2419	15.107	13.67	1.4372		15.412	13.949	1.4629	1.45		16.779				18.062												-1.283
2420																										
2421																										
2422	15.111	13.425	1.6861		15.261	13.598	1.6632	1.6746	18.436	17.258	1.1772			18.205												-0.94668
2423																										
2424																										
2425																										
2426						13.962																				
2427																										
2428																										
2429																										
2430																										
2431																										
2432																										
2433																										
2434	14.951	13.488	1.4632		15.135	13.695	1.4403	1.4518		16.278				17.241												-0.96248
2435										15.846																
2436	14.876	12.401	2.4755		14.999	12.705	2.294	2.3847	16.711	15.93	0.78061			18.08												-2.1499
2437	16.518					13.654			18.619	19.846	-1.2268															
2438																										
2439		12.102			14.303	13.533	0.76987	0.76987	15.822	14.517	1.3051		13.96													
2440	15.459	13.203	2.2561		15.884	13.39	2.4946	2.3753		17.34			19.664	17.433	2.2308											-0.092934
2441	13.836	13.068	0.76792		14.018	13.414	0.60357	0.68575	16.299	14.83	1.4693		16.003	14.684	1.3194											0.14586
2442	14.771	14.293	0.47842		15.788	15.056	0.73189	0.60516	17.678	15.702	1.9768		17.166	15.425	1.7417											0.27674
2443	13.195	12.711	0.48392		13.396	12.98	0.4156	0.44976	14.866	14.07	0.79672		14.799	13.953	0.84653											0.11678
2444	14.857	14.641	0.21549		14.824	14.241	0.5835	0.39949	16.101	15.168	0.93225		16.942	15.719	1.2233											-0.55044
2445																										
2446					15.614																					
2447	15.327	13.647	1.6805		15.929	13.766	2.1624	1.9214		17.06			20.039	17.497	2.5415											-0.43753
2448																										
2449	13.851				14.402					16.104			17.25	15.491	1.7595											0.61315
2450	16.589	13.896	2.6927			14.297		2.6927	17.643				17.606	17.854	-0.24818											
2451																										
2452																										
